"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication"
"823","ENSAMXG00000015843","Tinaja-Control",0.948830805,2.12e-05,"ptp4a3","protein tyrosine phosphatase type IVA 3-like [Source:NCBI gene;Acc:103031245]","TYROSINE PHOSPHATASE TYPE IVA 3 PRECURSOR EC_3.1.3.48 TYROSINE PHOSPHATASE 4A3 TYROSINE PHOSPHATASE OF REGENERATING LIVER 3 PRL 3","Sleep deprivation","McGaugh_2020"
"824","ENSAMXG00000006022","Tinaja-Control",0.958535625,0.000385266,"heg1","heart development protein with EGF-like domains 1 [Source:ZFIN;Acc:ZDB-GENE-040714-1]","HEG PRECURSOR","Sleep deprivation","McGaugh_2020"
"825","ENSAMXG00000014191","Tinaja-Control",0.963404976,0.001022101,"pah","phenylalanine hydroxylase [Source:ZFIN;Acc:ZDB-GENE-031006-2]","TYROSINE 3 MONOOXYGENASE EC_1.14.16.2 TYROSINE 3 HYDROXYLASE","Sleep deprivation","McGaugh_2020"
"826","ENSAMXG00000008884","Tinaja-Control",0.964052627,1.78e-06,"smtnl","smoothelin like 2 [Source:NCBI gene;Acc:103036153]","SMOOTHELIN  2","Sleep deprivation","McGaugh_2020"
"827","ENSAMXG00000013820","Tinaja-Control",0.964657919,7.36e-05,"aspa","aspartoacylase [Source:NCBI gene;Acc:103046324]","N ACYL AROMATIC L AMINO ACID AMIDOHYDROLASE CARBOXYLATE FORMING EC_3.5.1.114 AMINOACYLASE 3 ACY 3 ASPARTOACYLASE","Sleep deprivation","McGaugh_2020"
"828","ENSAMXG00000002224","Tinaja-Control",0.969637632,9e-05,"rereb","arginine-glutamic acid dipeptide (RE) repeats b [Source:ZFIN;Acc:ZDB-GENE-070212-3]","ATROPHIN 1 DENTATORUBRAL PALLIDOLUYSIAN ATROPHY","Sleep deprivation","McGaugh_2020"
"829","ENSAMXG00000011492","Tinaja-Control",0.973646781,2.25e-05,"aftphb","aftiphilin b [Source:ZFIN;Acc:ZDB-GENE-060503-388]","UNCHARACTERIZED CLBA1 CLATHRIN BINDING BOX OF AFTIPHILIN CONTAINING 1","Sleep deprivation","McGaugh_2020"
"830","ENSAMXG00000008098","Tinaja-Control",0.983793804,0.000123354,"sh3kbp1","SH3 domain containing kinase binding protein 1 [Source:NCBI gene;Acc:103025305]","SH3 DOMAIN CONTAINING KINASE BINDING 1 REGULATOR OF UBIQUITOUS KINASE RUK SH3 CONTAINING EXPRESSED IN TUMORIGENIC ASTROCYTES","Sleep deprivation","McGaugh_2020"
"831","ENSAMXG00000017724","Tinaja-Control",0.984904265,2.76e-05,"ell","elongation factor for RNA polymerase II [Source:NCBI gene;Acc:103024059]","RNA POLYMERASE II ELONGATION FACTOR ELL ELEVEN NINETEEN LYSINE RICH LEUKEMIA","Sleep deprivation","McGaugh_2020"
"832","ENSAMXG00000003920","Tinaja-Control",0.988104163,9.86e-06,"tyr","tyrosinase-like [Source:NCBI gene;Acc:103040843]","TYROSINASE PRECURSOR EC_1.14.18.1 MONOPHENOL MONOOXYGENASE","Sleep deprivation","McGaugh_2020"
"833","ENSAMXG00000006757","Tinaja-Control",0.9968983,2e-07,"scinlb","scinderin like b [Source:ZFIN;Acc:ZDB-GENE-040426-2068]","GELSOLIN","Sleep deprivation","McGaugh_2020"
"834","ENSAMXG00000010341","Tinaja-Control",0.999180884,1.04e-06,"rxrgb","retinoic acid receptor RXR-gamma-B [Source:NCBI gene;Acc:103038456]","RETINOIC ACID RECEPTOR RXR GAMMA NUCLEAR RECEPTOR SUBFAMILY 2 GROUP B MEMBER 3 RETINOID X RECEPTOR GAMMA","Sleep deprivation","McGaugh_2020"
"835","ENSAMXG00000008564","Tinaja-Control",1.007330158,1.13e-05,"hif1al","hypoxia-inducible factor 1-alpha-like [Source:NCBI gene;Acc:103027586]","HYPOXIA INDUCIBLE FACTOR ALPHA","Sleep deprivation","McGaugh_2020"
"836","ENSAMXG00000014385","Tinaja-Control",1.013724887,0.000288464,"dnmbp","dynamin binding protein [Source:ZFIN;Acc:ZDB-GENE-101026-2]","RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR","Sleep deprivation","McGaugh_2020"
"837","ENSAMXG00000021663","Tinaja-Control",1.016323101,0.000592589,"fam160a1a","family with sequence similarity 160, member A1a [Source:ZFIN;Acc:ZDB-GENE-090312-132]","UNKNOWN","Sleep deprivation","McGaugh_2020"
"838","ENSAMXG00000000898","Tinaja-Control",1.018095818,4.64e-05,"cpeb2","cytoplasmic polyadenylation element binding protein 2 [Source:NCBI gene;Acc:103040359]","CYTOPLASMIC POLYADENYLATION ELEMENT BINDING 2 CPE BP2 CPE BINDING 2 2","Sleep deprivation","McGaugh_2020"
"839","ENSAMXG00000012222","Tinaja-Control",1.018418543,0.000422059,"slc25a25a","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25a [Source:ZFIN;Acc:ZDB-GENE-040426-2396]","CALCIUM BINDING MITOCHONDRIAL CARRIER SCAMC 2 SMALL CALCIUM BINDING MITOCHONDRIAL CARRIER 2 SOLUTE CARRIER FAMILY 25 MEMBER 25","Sleep deprivation","McGaugh_2020"
"840","ENSAMXG00000020319","Tinaja-Control",1.029129405,4.67e-06,"egln2","egl nine homolog 1-like [Source:NCBI gene;Acc:103047661]","EGL NINE HOMOLOG 2 EC_1.14.11.29 HYPOXIA INDUCIBLE FACTOR PROLYL HYDROXYLASE 1 HIF PH1 HIF PROLYL HYDROXYLASE 1 HPH 1 PROLYL HYDROXYLASE DOMAIN CONTAINING 1 PHD1","Sleep deprivation","McGaugh_2020"
"841","ENSAMXG00000006737","Tinaja-Control",1.032535827,9.4e-05,"irs1","insulin receptor substrate 1 [Source:NCBI gene;Acc:103025632]","INSULIN RECEPTOR SUBSTRATE 1 1","Sleep deprivation","McGaugh_2020"
"842","ENSAMXG00000007391","Tinaja-Control",1.04319673,0.000791358,"ano1","anoctamin 1, calcium activated chloride channel [Source:ZFIN;Acc:ZDB-GENE-121127-3]","ANOCTAMIN 1 TRANSMEMBRANE 16A","Sleep deprivation","McGaugh_2020"
"843","ENSAMXG00000004602","Tinaja-Control",1.048664798,6.88e-05,"slco2a1","solute carrier organic anion transporter family, member 2A1 [Source:ZFIN;Acc:ZDB-GENE-060606-3]","SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY MEMBER ORGANIC ANION TRANSPORTING POLYPEPTIDE OATP SOLUTE CARRIER FAMILY 21 MEMBER","Sleep deprivation","McGaugh_2020"
"844","ENSAMXG00000013752","Tinaja-Control",1.049715934,3.6e-05,"gpam","glycerol-3-phosphate acyltransferase, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-101026-1]","GLYCEROL 3 PHOSPHATE ACYLTRANSFERASE 1 MITOCHONDRIAL PRECURSOR GPAT 1 EC_2.3.1.15","Sleep deprivation","McGaugh_2020"
"845","ENSAMXG00000009372","Tinaja-Control",1.057644344,0.000268543,"","","HOMEOBOX HOX","Sleep deprivation","McGaugh_2020"
"846","ENSAMXG00000025594","Tinaja-Control",1.062914079,0.000260698,"cebpd","CCAAT enhancer binding protein delta [Source:NCBI gene;Acc:103034509]","CCAAT/ENHANCER BINDING DELTA C/EBP DELTA","Sleep deprivation","McGaugh_2020"
"847","ENSAMXG00000003188","Tinaja-Control",1.063488137,0.000432414,"","","","Sleep deprivation","McGaugh_2020"
"848","ENSAMXG00000013962","Tinaja-Control",1.075039324,0.00013114,"si:ch211-204c21.1","disabled homolog 2 [Source:NCBI gene;Acc:103024390]","DISABLED HOMOLOG 2 ADAPTOR MOLECULE DISABLED 2 DIFFERENTIALLY EXPRESSED IN OVARIAN CARCINOMA 2 DOC 2 MITOGEN RESPONSIVE PHOSPHOPROTEIN","Sleep deprivation","McGaugh_2020"
"849","ENSAMXG00000014762","Tinaja-Control",1.083808908,0.00087166,"","","COLLAGEN ALPHA 1 XXVII CHAIN A PRECURSOR","Sleep deprivation","McGaugh_2020"
"850","ENSAMXG00000000176","Tinaja-Control",1.093511781,0.000269574,"trak1a","trafficking protein, kinesin binding 1a [Source:ZFIN;Acc:ZDB-GENE-100922-182]","TRAFFICKING KINESIN BINDING 1","Sleep deprivation","McGaugh_2020"
"851","ENSAMXG00000008905","Tinaja-Control",1.096826825,5.46e-05,"eef2k","eukaryotic elongation factor 2 kinase [Source:NCBI gene;Acc:103031207]","EUKARYOTIC ELONGATION FACTOR 2 KINASE EEF 2 KINASE EEF 2K EC_2.7.11.20 CALCIUM/CALMODULIN DEPENDENT EUKARYOTIC ELONGATION FACTOR 2 KINASE","Sleep deprivation","McGaugh_2020"
"852","ENSAMXG00000012371","Tinaja-Control",1.1013167,2.05e-06,"usp2b","ubiquitin carboxyl-terminal hydrolase 2-like [Source:NCBI gene;Acc:103044554]","UBIQUITIN CARBOXYL TERMINAL HYDROLASE 21 EC_3.4.19.12 DEUBIQUITINATING ENZYME 21 UBIQUITIN THIOESTERASE 21 UBIQUITIN SPECIFIC PROCESSING PROTEASE 21","Sleep deprivation","McGaugh_2020"
"853","ENSAMXG00000019242","Tinaja-Control",1.10187999,0.000969229,"tdh","L-threonine 3-dehydrogenase, mitochondrial-like [Source:NCBI gene;Acc:103024478]","L THREONINE 3 DEHYDROGENASE MITOCHONDRIAL PRECURSOR","Sleep deprivation","McGaugh_2020"
"854","ENSAMXG00000013411","Tinaja-Control",1.102760373,0.000365937,"flna","filamin-A [Source:NCBI gene;Acc:103026913]","FILAMIN A FLN A ACTIN BINDING 280 ABP 280 ALPHA FILAMIN ENDOTHELIAL ACTIN BINDING FILAMIN 1 NON MUSCLE FILAMIN","Sleep deprivation","McGaugh_2020"
"855","ENSAMXG00000018894","Tinaja-Control",1.109587078,0.000740729,"atp7a","ATPase copper transporting alpha [Source:ZFIN;Acc:ZDB-GENE-060825-45]","COPPER TRANSPORTING ATPASE 1 EC_3.6.3.54 COPPER PUMP 1 MENKES DISEASE ASSOCIATED","Sleep deprivation","McGaugh_2020"
"856","ENSAMXG00000000385","Tinaja-Control",1.113974341,0.000159233,"adgrd1","adhesion G protein-coupled receptor D1 [Source:ZFIN;Acc:ZDB-GENE-041212-24]","ADHESION G COUPLED RECEPTOR D1 PRECURSOR G COUPLED RECEPTOR 133 G COUPLED RECEPTOR PGR25","Sleep deprivation","McGaugh_2020"
"857","ENSAMXG00000018240","Tinaja-Control",1.116276776,0.000246841,"g6pca.2","glucose-6-phosphatase catalytic subunit [Source:NCBI gene;Acc:103022082]","GLUCOSE 6 PHOSPHATASE G 6 PASE G6PASE EC_3.1.3.9","Sleep deprivation","McGaugh_2020"
"858","ENSAMXG00000004803","Tinaja-Control",1.123059567,0.00089098,"kat6b","lysine acetyltransferase 6B [Source:NCBI gene;Acc:103034382]","HISTONE ACETYLTRANSFERASE KAT6B EC_2.3.1.48 MOZ YBF2/SAS3 SAS2 AND TIP60 4 MYST 4","Sleep deprivation","McGaugh_2020"
"859","ENSAMXG00000016253","Tinaja-Control",1.131314406,0.000846432,"abcc3","ATP binding cassette subfamily C member 3 [Source:NCBI gene;Acc:103023748]","UNKNOWN","Sleep deprivation","McGaugh_2020"
"860","ENSAMXG00000005791","Tinaja-Control",1.134285504,0.000295971,"gab1","GRB2 associated binding protein 1 [Source:NCBI gene;Acc:103043031]","GRB2 ASSOCIATED BINDING 1 GRB2 ASSOCIATED BINDER 1 GROWTH FACTOR RECEPTOR BOUND 2 ASSOCIATED 1","Sleep deprivation","McGaugh_2020"
"861","ENSAMXG00000015091","Tinaja-Control",1.13618489,7.45e-07,"","TRPM8 channel-associated factor homolog [Source:NCBI gene;Acc:103047626]","TRPM8 CHANNEL ASSOCIATED FACTOR TRP CHANNEL ASSOCIATED FACTOR","Sleep deprivation","McGaugh_2020"
"862","ENSAMXG00000001938","Tinaja-Control",1.142008602,4.81e-05,"myo1ca","myosin Ic, paralog a [Source:ZFIN;Acc:ZDB-GENE-070705-190]","UNCONVENTIONAL MYOSIN IC MYOSIN I BETA MMI BETA MMIB","Sleep deprivation","McGaugh_2020"
"863","ENSAMXG00000004765","Tinaja-Control",1.145350525,0.00017989,"col5a2b","collagen, type V, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-110406-2]","COLLAGEN EMF1 ALPHA PRECURSOR FIBRILLAR COLLAGEN","Sleep deprivation","McGaugh_2020"
"864","ENSAMXG00000013033","Tinaja-Control",1.145797772,0.000519292,"lamb2","laminin subunit beta 2 [Source:NCBI gene;Acc:103045854]","LAMININ SUBUNIT BETA 2 PRECURSOR LAMININ CHAIN LAMININ 11 SUBUNIT BETA LAMININ 14 SUBUNIT BETA LAMININ 15 SUBUNIT BETA LAMININ 3 SUBUNIT BETA LAMININ 4 SUBUNIT BETA LAMININ 7 SUBUNIT BETA LAMININ 9 SUBUNIT BETA S LAMININ SUBUNIT BETA S LAM BETA","Sleep deprivation","McGaugh_2020"
"865","ENSAMXG00000011421","Tinaja-Control",1.150606065,2.74e-05,"","heme oxygenase-like [Source:NCBI gene;Acc:103022889]","HEME OXYGENASE HO EC_1.14.14.18","Sleep deprivation","McGaugh_2020"
"866","ENSAMXG00000015855","Tinaja-Control",1.151718371,8.33e-05,"nr1d1","nuclear receptor subfamily 1 group D member 1 [Source:NCBI gene;Acc:103042409]","NUCLEAR RECEPTOR SUBFAMILY 1 GROUP D MEMBER 1 REV ERBA ALPHA V ERBA RELATED 1 EAR 1","Sleep deprivation","McGaugh_2020"
"867","ENSAMXG00000001758","Tinaja-Control",1.160896735,2.69e-05,"","","THROMBOSPONDIN PRECURSOR","Sleep deprivation","McGaugh_2020"
"868","ENSAMXG00000000146","Tinaja-Control",1.163048323,0.000302471,"PALMD","palmdelphin [Source:NCBI gene;Acc:103029176]","PALMDELPHIN","Sleep deprivation","McGaugh_2020"
"869","ENSAMXG00000017821","Tinaja-Control",1.163428279,0.00053771,"gdpd3a","glycerophosphodiester phosphodiesterase domain-containing protein 3 [Source:NCBI gene;Acc:103040887]","LYSOPHOSPHOLIPASE D GDPD3 EC_3.1.4.- GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE 7 GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE DOMAIN CONTAINING 3","Sleep deprivation","McGaugh_2020"
"870","ENSAMXG00000013926","Tinaja-Control",1.168212327,0.000496473,"pxdn","peroxidasin [Source:NCBI gene;Acc:103028918]","PEROXIDASIN PRECURSOR EC_1.11.1.7","Sleep deprivation","McGaugh_2020"
"871","ENSAMXG00000014594","Tinaja-Control",1.189322553,7.94e-06,"nuak1b","NUAK family, SNF1-like kinase, 1b [Source:ZFIN;Acc:ZDB-GENE-131120-18]","NUAK FAMILY SNF1  KINASE 1 EC_2.7.11.1 AMPK RELATED KINASE 5 OMPHALOCELE KINASE 1","Sleep deprivation","McGaugh_2020"
"872","ENSAMXG00000017500","Tinaja-Control",1.190035814,7.19e-08,"trim35-13","zinc-binding protein A33-like [Source:NCBI gene;Acc:103033195]","NUCLEAR FACTOR 7 XNF7","Sleep deprivation","McGaugh_2020"
"873","ENSAMXG00000002796","Tinaja-Control",1.191212077,0.000130656,"","","LIPOPROTEIN LIPASE PRECURSOR LPL EC_3.1.1.34","Sleep deprivation","McGaugh_2020"
"874","ENSAMXG00000017939","Tinaja-Control",1.19665903,0.000188554,"cep85l","centrosomal protein 85 like [Source:NCBI gene;Acc:103040884]","CENTROSOMAL OF 85 KDA CEP85 COILED COIL DOMAIN CONTAINING 21","Sleep deprivation","McGaugh_2020"
"875","ENSAMXG00000007352","Tinaja-Control",1.20852797,1.06e-05,"","","PHOSPHATASE 1 REGULATORY SUBUNIT 27 DYSFERLIN INTERACTING 1","Sleep deprivation","McGaugh_2020"
"876","ENSAMXG00000011939","Tinaja-Control",1.230001102,0.000638833,"pnpla7b","patatin-like phospholipase domain containing 7b [Source:ZFIN;Acc:ZDB-GENE-050309-66]","PATATIN  PHOSPHOLIPASE DOMAIN CONTAINING 7 EC_3.1.1.- RELATED NTE RELATED ESTERASE","Sleep deprivation","McGaugh_2020"
"877","ENSAMXG00000012885","Tinaja-Control",1.232483228,0.000285745,"cpt1b","carnitine palmitoyltransferase 1B [Source:NCBI gene;Acc:103027125]","CARNITINE O PALMITOYLTRANSFERASE EC_2.3.1.21 CARNITINE PALMITOYLTRANSFERASE CPT","Sleep deprivation","McGaugh_2020"
"878","ENSAMXG00000020459","Tinaja-Control",1.240585881,0.000388371,"ppp1r13bb","protein phosphatase 1 regulatory subunit 13B [Source:NCBI gene;Acc:103025493]","APOPTOSIS STIMULATING OF P53 2 TUMOR SUPPRESSOR P53 BINDING 2 53BP2 P53 BINDING 2 P53BP2","Sleep deprivation","McGaugh_2020"
"879","ENSAMXG00000016969","Tinaja-Control",1.247298692,7.43e-05,"scel","sciellin [Source:NCBI gene;Acc:103022987]","ZINC FINGER 185 LIM DOMAIN P1 A","Sleep deprivation","McGaugh_2020"
"880","ENSAMXG00000016927","Tinaja-Control",1.251664097,1.34e-07,"","","GLUTAMINE SYNTHETASE GS EC_6.3.1.2 GLUTAMATE DECARBOXYLASE EC_4.1.1.- 15 GLUTAMATE AMMONIA LIGASE","Sleep deprivation","McGaugh_2020"
"881","ENSAMXG00000010438","Tinaja-Control",1.256234747,0.000884433,"pdk2a","pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 2, mitochondrial-like [Source:NCBI gene;Acc:103046317]","[PYRUVATE DEHYDROGENASE ACETYL TRANSFERRING ] KINASE ISOZYME MITOCHONDRIAL PRECURSOR EC_2.7.11.2 PYRUVATE DEHYDROGENASE KINASE","Sleep deprivation","McGaugh_2020"
"882","ENSAMXG00000016673","Tinaja-Control",1.258988076,0.000184232,"raph1a","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:NCBI gene;Acc:103043657]","RAS ASSOCIATED AND PLECKSTRIN HOMOLOGY DOMAINS CONTAINING 1 RAPH1 AMYOTROPHIC LATERAL SCLEROSIS 2 CHROMOSOMAL REGION CANDIDATE GENE 18 AMYOTROPHIC LATERAL SCLEROSIS 2 CHROMOSOMAL REGION CANDIDATE GENE 9 LAMELLIPODIN PROLINE RICH EVH1 LIGAND 2 PREL 2 RMO1","Sleep deprivation","McGaugh_2020"
"883","ENSAMXG00000003178","Tinaja-Control",1.262073786,0.000132108,"","","","Sleep deprivation","McGaugh_2020"
"884","ENSAMXG00000000331","Tinaja-Control",1.270533193,0.001050182,"klf13","Krueppel-like factor 13 [Source:NCBI gene;Acc:103042878]","FACTOR","Sleep deprivation","McGaugh_2020"
"885","ENSAMXG00000008459","Tinaja-Control",1.279564497,0.000194111,"","cordon-bleu WH2 repeat protein like 1 [Source:NCBI gene;Acc:103039057]","CORDON BLEU","Sleep deprivation","McGaugh_2020"
"886","ENSAMXG00000000967","Tinaja-Control",1.29079638,0.00056009,"fnbp4","formin binding protein 4 [Source:NCBI gene;Acc:103040741]","FORMIN BINDING 4 FORMIN BINDING 30","Sleep deprivation","McGaugh_2020"
"887","ENSAMXG00000012456","Tinaja-Control",1.29479745,6.54e-05,"GTF3C1","general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]","GENERAL TRANSCRIPTION FACTOR 3C POLYPEPTIDE 1 TF3C ALPHA TFIIIC BOX B BINDING SUBUNIT TRANSCRIPTION FACTOR IIIC 220 KDA SUBUNIT TFIIIC 220 KDA SUBUNIT TFIIIC220 TRANSCRIPTION FACTOR IIIC SUBUNIT ALPHA","Sleep deprivation","McGaugh_2020"
"888","ENSAMXG00000004650","Tinaja-Control",1.296014572,0.000725499,"proser3","proline and serine rich 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5986]","PROLINE AND SERINE RICH 3","Sleep deprivation","McGaugh_2020"
"889","ENSAMXG00000000991","Tinaja-Control",1.296505429,7.3e-06,"tgm1","transglutaminase 1 [Source:NCBI gene;Acc:103045480]","GLUTAMINE GAMMA GLUTAMYLTRANSFERASE EC_2.3.2.13 TRANSGLUTAMINASE TG TGASE TRANSGLUTAMINASE TGASE","Sleep deprivation","McGaugh_2020"
"890","ENSAMXG00000002511","Tinaja-Control",1.296825913,3.61e-05,"fryl","furry homolog, like [Source:ZFIN;Acc:ZDB-GENE-040914-58]","FURRY","Sleep deprivation","McGaugh_2020"
"891","ENSAMXG00000018913","Tinaja-Control",1.30792643,8.17e-05,"CYP2W1","cytochrome P450 family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:20243]","CYTOCHROME P450 EC_1.14.14.1 CYTOCHROME P450 LMC2","Sleep deprivation","McGaugh_2020"
"892","ENSAMXG00000017666","Tinaja-Control",1.308128985,0.000128292,"rgs2","regulator of G-protein signaling 2 [Source:NCBI gene;Acc:103042724]","REGULATOR OF G SIGNALING 2 RGS2","Sleep deprivation","McGaugh_2020"
"893","ENSAMXG00000021041","Tinaja-Control",1.310540486,0.000788648,"gal3st2","uncharacterized LOC103035466 [Source:NCBI gene;Acc:103035466]","GALACTOSE 3 O SULFOTRANSFERASE GAL3ST EC_2.8.2.- BETA GALACTOSE 3 O SULFOTRANSFERASE GAL BETA 1 3 GALNAC 3' SULFOTRANSFERASE","Sleep deprivation","McGaugh_2020"
"894","ENSAMXG00000017138","Tinaja-Control",1.310881577,7.28e-05,"nt5c2l1","5'-nucleotidase, cytosolic II, like 1 [Source:ZFIN;Acc:ZDB-GENE-031006-8]","5' NUCLEOTIDASE DOMAIN CONTAINING 4","Sleep deprivation","McGaugh_2020"
"895","ENSAMXG00000013282","Tinaja-Control",1.314085975,1.12e-06,"prodha","proline dehydrogenase 1, mitochondrial-like [Source:NCBI gene;Acc:103042105]","PROLINE DEHYDROGENASE MITOCHONDRIAL PRECURSOR EC_1.5.5.2 PROLINE OXIDASE","Sleep deprivation","McGaugh_2020"
"896","ENSAMXG00000007086","Tinaja-Control",1.317000787,6.32e-12,"SLC2A4","solute carrier family 2 member 4 [Source:NCBI gene;Acc:103037103]","SOLUTE CARRIER FAMILY 2 FACILITATED GLUCOSE TRANSPORTER MEMBER 4 GLUCOSE TRANSPORTER TYPE 4 INSULIN RESPONSIVE GLUT 4","Sleep deprivation","McGaugh_2020"
"897","ENSAMXG00000013651","Tinaja-Control",1.320583497,6.34e-05,"rlbp1b","retinaldehyde-binding protein 1 [Source:NCBI gene;Acc:103021449]","RETINALDEHYDE BINDING 1","Sleep deprivation","McGaugh_2020"
"898","ENSAMXG00000020360","Tinaja-Control",1.325331643,0.000448465,"itpr2","inositol 1,4,5-trisphosphate receptor type 2 [Source:NCBI gene;Acc:103025600]","INOSITOL 1 4 5 TRISPHOSPHATE RECEPTOR TYPE 2 IP3 RECEPTOR 2 IP3R 2 INS TYPE 2 INOSITOL 1 4 5 TRISPHOSPHATE RECEPTOR TYPE 2 INSP3 RECEPTOR","Sleep deprivation","McGaugh_2020"
"899","ENSAMXG00000002223","Tinaja-Control",1.343457761,0.000262365,"fndc1","fibronectin type III domain containing 1 [Source:NCBI gene;Acc:103038629]","FIBRONECTIN TYPE III DOMAIN CONTAINING 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"900","ENSAMXG00000020411","Tinaja-Control",1.346518848,0.000628038,"sybu","syntabulin (syntaxin-interacting) [Source:ZFIN;Acc:ZDB-GENE-060929-1202]","SYNTABULIN GOLGI LOCALIZED SYNTAPHILIN RELATED SYNTAXIN 1 BINDING","Sleep deprivation","McGaugh_2020"
"901","ENSAMXG00000000727","Tinaja-Control",1.356670821,3.4e-07,"colq","collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase [Source:ZFIN;Acc:ZDB-GENE-110411-119]","ACETYLCHOLINESTERASE COLLAGENIC TAIL PEPTIDE PRECURSOR ACHE Q SUBUNIT ACETYLCHOLINESTERASE ASSOCIATED COLLAGEN","Sleep deprivation","McGaugh_2020"
"902","ENSAMXG00000025376","Tinaja-Control",1.356859916,4.43e-09,"hspb11","heat shock protein, alpha-crystallin-related, b11 [Source:ZFIN;Acc:ZDB-GENE-030131-5148]","HEAT SHOCK","Sleep deprivation","McGaugh_2020"
"903","ENSAMXG00000004654","Tinaja-Control",1.369811283,4.73e-05,"abi3bpb","ABI family, member 3 (NESH) binding protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6041]","FIBRONECTIN TYPE III DOMAIN CONTAINING 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"904","ENSAMXG00000013386","Tinaja-Control",1.374623138,3.56e-05,"","uncharacterized oxidoreductase YjmC-like [Source:NCBI gene;Acc:103033560]","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"905","ENSAMXG00000017940","Tinaja-Control",1.38394972,7.39e-06,"dedd1","death effector domain containing 2 [Source:NCBI gene;Acc:103034688]","DNA BINDING DEATH EFFECTOR DOMAIN CONTAINING 2 DED CONTAINING FLAME 3 FADD  ANTI APOPTOTIC MOLECULE 3","Sleep deprivation","McGaugh_2020"
"906","ENSAMXG00000011440","Tinaja-Control",1.39155401,0.000973251,"","osteocalcin 2a [Source:NCBI gene;Acc:103023193]","OSTEOCALCIN PRECURSOR BONE GLA GAMMA CARBOXYGLUTAMIC ACID CONTAINING","Sleep deprivation","McGaugh_2020"
"907","ENSAMXG00000020052","Tinaja-Control",1.402258747,6.4e-05,"lims1 (1 of many)","LIM and senescent cell antigen-like domains 1 [Source:ZFIN;Acc:ZDB-GENE-050522-236]","LIM AND SENESCENT CELL ANTIGEN  CONTAINING DOMAIN PARTICULARLY INTERESTING NEW CYS HIS PINCH","Sleep deprivation","McGaugh_2020"
"908","ENSAMXG00000008444","Tinaja-Control",1.418751068,1.03e-06,"adck5","aarF domain containing kinase 5 [Source:NCBI gene;Acc:103047707]","UNCHARACTERIZED AARF DOMAIN CONTAINING KINASE 5 EC_2.7.11.-","Sleep deprivation","McGaugh_2020"
"909","ENSAMXG00000005652","Tinaja-Control",1.420326021,0.001035336,"chd9","chromodomain helicase DNA binding protein 9 [Source:ZFIN;Acc:ZDB-GENE-030131-497]","CHROMODOMAIN HELICASE DNA BINDING 9 CHD 9 EC_3.6.4.12 ATP DEPENDENT HELICASE CHD9 PPAR ALPHA INTERACTING COMPLEX 320 KDA PEROXISOMAL PROLIFERATOR ACTIVATED RECEPTOR A INTERACTING COMPLEX 320 KDA","Sleep deprivation","McGaugh_2020"
"910","ENSAMXG00000002614","Tinaja-Control",1.42815229,9.69e-06,"clk4a","dual specificity protein kinase CLK4-like [Source:NCBI gene;Acc:103029292]","CDC  KINASE 4","Sleep deprivation","McGaugh_2020"
"911","ENSAMXG00000008251","Tinaja-Control",1.434860774,0.000380261,"alpk2","alpha-kinase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1868]","ALPHA KINASE 2 EC_2.7.11.- HEART ALPHA KINASE","Sleep deprivation","McGaugh_2020"
"912","ENSAMXG00000024322","Tinaja-Control",1.439805019,0.000163487,"","","RECEPTOR TYPE TYROSINE PHOSPHATASE BETA PRECURSOR TYROSINE PHOSPHATASE BETA R PTP BETA EC_3.1.3.48 VASCULAR ENDOTHELIAL TYROSINE PHOSPHATASE VE PTP","Sleep deprivation","McGaugh_2020"
"913","ENSAMXG00000013087","Tinaja-Control",1.441595599,1.47e-07,"fgfbp2a","fibroblast growth factor binding protein 2 [Source:NCBI gene;Acc:103036834]","FIBROBLAST GROWTH FACTOR BINDING 1 PRECURSOR FGF BP FGF BP1 FGF BINDING 1 FGFBP 1","Sleep deprivation","McGaugh_2020"
"914","ENSAMXG00000015892","Tinaja-Control",1.452193863,0.000212325,"fgd5a","FYVE, RhoGEF and PH domain-containing protein 5-like [Source:NCBI gene;Acc:103035852]","FYVE RHOGEF AND PH DOMAIN CONTAINING 5","Sleep deprivation","McGaugh_2020"
