Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino
ENSAMXG00000011740,gphna,gephyrin a [Source:ZFIN;Acc:ZDB-GENE-110127-3],molybdopterin cofactor biosynthetic process;Mo-molybdopterin cofactor biosynthetic process,0.000253807,0.001618643,0,0,0.001573002,0.002614448,0.002145002,0.001723152,0.269501923,0.34867425,0.466924694,0.564594551,0.472985014,0.003736605,0.00321254,NA,NA,NA,NA,NA,0.38567676,0.002645503
ENSAMXG00000011757,rin3,Ras and Rab interactor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-8871],signal transduction,0.000215124,0.000965483,0.0000347,0.0000659,0.001379146,0.001312943,0.002623214,0.002648294,0.492877838,0.447078894,0.32557614,0.453294433,0.444010528,0.003064161,0.003034693,NA,NA,NA,NA,NA,0.43324521,0.003020275
ENSAMXG00000011782,xdh,xanthine dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070719-9],"xanthine oxidase activity;xanthine dehydrogenase activity;oxidoreductase activity, acting on CH-OH group of donors;2 iron, 2 sulfur cluster binding;flavin adenine dinucleotide binding;iron-sulfur cluster binding;catalytic activity;metal ion binding;electron carrier activity;iron ion binding;oxidation-reduction process;oxidoreductase activity",0.000131438,0.001459318,0,0,0.000848049,0.001123283,0.000738894,0.000766602,0.172601258,0.202712725,0.141073531,0.116549464,0.110672331,0.001153338,0.001163857,NA,NA,NA,NA,NA,0.242431293,0.001062159
ENSAMXG00000002516,grin2aa,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A, a [Source:ZFIN;Acc:ZDB-GENE-070424-129]",ionotropic glutamate receptor signaling pathway;extracellular-glutamate-gated ion channel activity;ionotropic glutamate receptor activity;postsynaptic membrane;cell junction;synapse;ion transmembrane transport;ion channel activity;receptor activity;ion transport;transport;plasma membrane;integral component of membrane;membrane,0.000832147,0.000979086,0.000235687,0.000460932,0.001526807,0.001402631,0.001455484,0.001633428,0.168429644,0.170452582,0.418832644,0.254511903,0.220986541,0.001422905,0.001605257,NA,NA,NA,NA,NA,0.151117967,0.001444851
ENSAMXG00000008843,gosr1,golgi SNAP receptor complex member 1 [Source:ZFIN;Acc:ZDB-GENE-050417-133],cis-Golgi network;ER to Golgi vesicle-mediated transport;Golgi membrane;integral component of membrane;membrane,0.000134409,0.001915102,0.00079064,0,0.00164956,0.002140581,0.001232079,0.001444892,0.335137533,0.316146533,0.26221675,0.254894196,0.159403196,0.001941458,0.00151583,NA,NA,NA,NA,NA,0.2151015,0.001680108
ENSAMXG00000008948,myo18ab,myosin XVIIIAb [Source:ZFIN;Acc:ZDB-GENE-080423-1],protein binding;nucleotide binding;myosin complex;ATP binding;motor activity;metabolic process,0.000467506,0.001132336,0.000373535,0.000391706,0.001411646,0.00175533,0.002213791,0.001698386,0.2339831,0.323903968,0.440866055,0.393501668,0.315101836,0.001972715,0.001649476,NA,NA,NA,NA,NA,0.273517942,0.002063605
ENSAMXG00000009128,supt5h,suppressor of Ty 5 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-001207-1],"regulation of DNA-templated transcription, elongation;regulation of transcription from RNA polymerase II promoter;transcription, DNA-templated;nucleus;regulation of transcription, DNA-templated;DNA binding;neuron migration;negative regulation of transcription elongation from RNA polymerase II promoter;hemopoiesis;positive regulation of transcription elongation from RNA polymerase II promoter;transcription elongation from RNA polymerase II promoter;central nervous system neuron development",0.000219435,0.000845971,0,0,0.000533704,0.000656849,0.000701372,0.000885806,0.4406841,0.366040533,0.221974333,0.230569191,0.250165185,0.001175413,0.001363825,NA,NA,NA,NA,NA,0.23256004,0.000389651
ENSAMXG00000009205,sgsm2,small G protein signaling modulator 2 [Source:ZFIN;Acc:ZDB-GENE-131119-52],NA,0.001200448,0.001489223,0,0,0.001109906,0.002098109,0.000709824,0.001472885,0.1811873,0.2036978,0.565044125,0.375627288,0.330993006,0.001713948,0.002437352,NA,NA,NA,NA,NA,0.49893545,0.002697331
ENSAMXG00000000491,rims1b,regulating synaptic membrane exocytosis 1b [Source:ZFIN;Acc:ZDB-GENE-101223-4],protein binding;presynaptic active zone;Rab GTPase binding;exocytosis;intracellular protein transport;intracellular;metal ion binding;membrane,0.000111579,0.001841037,0.000203108,0.00060128,0.000886969,0.001560392,0.001708736,0.001261989,0.250332879,0.288340545,0.205820645,0.272768258,0.250612876,0.00287077,0.002541727,-1.20618,-0.664813,-1.48196,-1.08258,-1.24619,0.32896337,0.00169109
ENSAMXG00000000658,pcca,"propionyl CoA carboxylase, alpha polypeptide [Source:ZFIN;Acc:ZDB-GENE-040718-246]",biotin carboxylase activity;ligase activity;nucleotide binding;nucleic acid binding;ATP binding;metabolic process;metal ion binding,0.000676925,0.001178653,0.000431474,0.00045972,0.001118824,0.0018634,0.002348946,0.002174014,0.2806546,0.355725529,0.365030953,0.260439943,0.272885171,0.002415543,0.002308663,0.588047,-1.43899,-1.39751,-1.15933,-1.59698,0.257270253,0.001869621
ENSAMXG00000005881,nfatc3a,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3a [Source:ZFIN;Acc:ZDB-GENE-041111-41]","protein binding;transcription factor activity, sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0.000307099,0.000775523,0.000216915,0.0000623,0.001599433,0.00205293,0.001459391,0.001603982,0.271292206,0.294073853,0.50177375,0.425336516,0.387693353,0.001626613,0.00163496,NA,NA,NA,NA,NA,0.38055089,0.00259177
ENSAMXG00000005941,slc9a5,"solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5 [Source:ZFIN;Acc:ZDB-GENE-080225-43]",sodium:proton antiporter activity;solute:proton antiporter activity;regulation of pH;cation transport;sodium ion transmembrane transport;antiporter activity;sodium ion transport;transmembrane transport;ion transport;transport;hydrogen ion transmembrane transport;integral component of membrane;membrane,0.000183392,0.000910206,0.000176316,0.0000749,0.001140807,0.001369107,0.001582797,0.001604868,0.254346653,0.276036243,0.309288573,0.309682023,0.293272785,0.001610653,0.001637723,NA,NA,NA,NA,NA,0.236372272,0.00186026
ENSAMXG00000006104,itga11a,"integrin, alpha 11a [Source:ZFIN;Acc:ZDB-GENE-050324-1]",integrin complex;integrin-mediated signaling pathway;cell adhesion;integral component of membrane;membrane,0.000284105,0.002392228,0,0.0002442,0.00199175,0.002199463,0.002587376,0.003114241,0.333605052,0.287321142,0.249397932,0.171153683,0.192153246,0.002787105,0.003314019,NA,NA,NA,NA,NA,0.213794864,0.002138758
ENSAMXG00000006269,madd,MAP-kinase activating death domain [Source:ZFIN;Acc:ZDB-GENE-030131-8076],integral component of membrane;membrane,0.000117443,0.001341333,0,0.00057227,0.000999356,0.00104223,0.00166798,0.001346642,0.23946624,0.190230239,0.172067749,0.210638836,0.212072407,0.002082529,0.001981625,NA,NA,NA,NA,NA,0.27269813,0.001950355
ENSAMXG00000008849,dyrk1aa,"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A, a [Source:ZFIN;Acc:ZDB-GENE-050302-29]",protein serine/threonine/tyrosine kinase activity;protein autophosphorylation;protein tyrosine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;ATP binding,0.002308669,0.002033141,0.000992652,0.001663698,0.001999832,0.002109383,0.001840819,0.002268561,0.11553203,0.05030293,0.214692567,0.24627824,0.208769382,0.002244078,0.002706618,-0.437097,1.42258,-0.639245,1.61962,-0.0648996,0.06129653,0.001523407
ENSAMXG00000021250,syt14a,synaptotagmin XIVa [Source:ZFIN;Acc:ZDB-GENE-090313-200],protein binding;integral component of membrane;membrane,0.000460657,0.0018262,0,0.000399705,0.000946971,0.003181903,0.001547566,0.00183129,0.3313497,0.2637224,0.451743481,0.161093254,0.208410567,0.001916367,0.002408956,NA,NA,NA,NA,NA,0.39522355,0.002860027
ENSAMXG00000011502,IL1RAP,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995],protein binding;interleukin-1 receptor activity;cytokine-mediated signaling pathway;signal transduction,0.004849468,0.007283627,0,0.001056416,0.000559496,0.007476514,0.004443783,0.005340756,0.371732768,0.532729908,0.355989732,0.192964463,0.189691478,0.0052731,0.007410725,NA,NA,NA,NA,NA,0.37726835,0.001488982
ENSAMXG00000011812,igsf11,immunoglobulin superfamily member 11 [Source:ZFIN;Acc:ZDB-GENE-080303-21],protein binding;integral component of membrane;membrane;melanocyte migration;late stripe melanocyte differentiation,0.000272619,0.001800647,0,0.000239448,0.001058068,0.003006173,0.000612053,0.001969963,0.319124133,0.060902817,0.428947286,0.180934817,0.31849093,0.00125508,0.002840241,NA,NA,NA,NA,NA,0.0548982,0.00046729
ENSAMXG00000024707,NCKAP5L (2 of 2),NCK-associated protein 5-like [Source:HGNC Symbol;Acc:HGNC:29321],NA,0.000658625,0.002737866,0,0.000393993,0.000747702,0.00234201,0.00168115,0.001733956,0.285378495,0.344080167,0.220368035,0.309487234,0.301984067,0.004472075,0.004474243,NA,NA,NA,NA,NA,0.405010226,0.002716969
ENSAMXG00000024720,FAIM2 (1 of 2),Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067],integral component of membrane;membrane,0,0.002381139,0,0.000403226,0.001778923,0.002996192,0.003576248,0.003711201,0.624117,0.566841,0.438421333,0.356504728,0.385570528,0.004037858,0.004172267,NA,NA,NA,NA,NA,0.348153025,0.003036437
ENSAMXG00000024721,FAIM2 (2 of 2),Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067],integral component of membrane;membrane,0.000263852,0.004064298,0,0.000527704,0.000879509,0.0051959,0.000703606,0.00057168,0.0465116,0.0465116,0.30528678,0.078057337,0.087855103,0.002676477,0.002659987,NA,NA,NA,NA,NA,0.3578174,0.003078276
ENSAMXG00000018634,nrxn3a,neurexin 3a [Source:ZFIN;Acc:ZDB-GENE-070206-9],protein binding;positive regulation of synapse assembly;positive regulation of synapse maturation;synapse assembly;cell;neurotransmitter secretion;synaptic transmission;integral component of membrane;membrane,0.000259986,0.00125027,0.000242402,0.000079,0.000875741,0.002008673,0.001192597,0.001314661,0.3788259,0.360390781,0.375219878,0.195847542,0.167183388,0.001123241,0.001141902,NA,NA,NA,NA,NA,0.419889283,0.002141616
ENSAMXG00000011222,atxn1a,ataxin 1a [Source:ZFIN;Acc:ZDB-GENE-060503-759],protein binding;RNA binding,0.0000442,0.000737278,0,0,0.000494439,0.000484425,0.00115482,0.001169721,0.3210439,0.333152971,0.231014333,0.490536188,0.35432026,0.001183468,0.001205543,NA,NA,NA,NA,NA,0.456144771,0.001527343
ENSAMXG00000011317,laptm4b,lysosomal protein transmembrane 4 beta [Source:ZFIN;Acc:ZDB-GENE-030616-616],integral component of membrane;membrane,0.000780019,0.002367811,0,0,0.000703139,0.001330672,0.000374251,0.000935629,0.1981145,0.1047038,0.058333333,0.060701749,0.10535378,0.001330672,0.002004325,NA,NA,NA,NA,NA,0.09287505,0.000374251
ENSAMXG00000011397,spire1a,spire-type actin nucleation factor 1a [Source:ZFIN;Acc:ZDB-GENE-061013-119],actin nucleation;vesicle-mediated transport;actin binding,0,0.001772897,0.000392932,0,0.00106484,0.0022387,0.001128987,0.001128987,0.331410475,0.33198035,0.331838386,0.415813251,0.415594189,0.002998871,0.002998871,NA,NA,NA,NA,NA,0.395895723,0.002352056
ENSAMXG00000011436,fam84b,"family with sequence similarity 84, member B [Source:ZFIN;Acc:ZDB-GENE-060929-1130]",NA,0,0.000613835,0,0,0.000794888,0.000948654,0.002052106,0.002052106,0.47084155,0.4602619,0.404605,0.11361305,0.12060405,0.000355745,0.000355745,NA,NA,NA,NA,NA,0.56611856,0.003122769
ENSAMXG00000018637,ptk2ab,protein tyrosine kinase 2ab [Source:ZFIN;Acc:ZDB-GENE-020114-1],signal complex assembly;focal adhesion;cytoskeleton;peptidyl-tyrosine phosphorylation;protein tyrosine kinase activity;phosphorylation;kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;signal transduction;signal transducer activity;lens fiber cell morphogenesis,0.001402462,0.002379602,0.001193781,0.001265721,0.002218533,0.001865945,0.002009132,0.002258583,0.160834269,0.13131445,0.16000003,0.209896683,0.220851559,0.002256046,0.002523254,1.2596,0.666548,0.363894,-0.0496972,0.028751,0.192458407,0.002412763
ENSAMXG00000026161,C3AR1,complement component 3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319],G-protein coupled receptor signaling pathway;signal transduction;G-protein coupled receptor activity;signal transducer activity;integral component of membrane;membrane,0.003060218,0.004831805,0.000230339,0.001671078,0.004246671,0.002931141,0.006110277,0.005238572,0.268421213,0.37328002,0.114537302,0.231614492,0.156548942,0.006350577,0.005549533,0,-0.714352,0.019619,0.0570993,0.13183,0.289266971,0.004462796
ENSAMXG00000000078,si:ch73-78o10.1,si:ch73-78o10.1 [Source:ZFIN;Acc:ZDB-GENE-131127-427],NA,0.001144403,0.005336468,0,0,0.003234596,0.004993758,0.005617978,0.005753225,0.4554957,0.502288367,0.349868857,0.329317871,0.30163,0.004577611,0.004775281,NA,NA,NA,NA,NA,0.4908432,0.005617978
ENSAMXG00000000095,MMP16 (1 of 2),matrix metallopeptidase 16 (membrane-inserted) [Source:HGNC Symbol;Acc:HGNC:7162],extracellular matrix;metallopeptidase activity;metalloendopeptidase activity;calcium ion binding;hydrolase activity;peptidase activity;proteolysis;metal ion binding;zinc ion binding;integral component of membrane;membrane,0.000281139,0.001461716,0.0000612,0.00056422,0.000518001,0.001474172,0.002060779,0.001986916,0.829006,0.681072,0.204414551,0.126427087,0.14120218,0.001423685,0.001449297,NA,NA,NA,NA,NA,0.77594285,0.002690725
ENSAMXG00000000141,lppr5b,lipid phosphate phosphatase-related protein type 5b [Source:ZFIN;Acc:ZDB-GENE-070620-15],integral component of membrane;membrane,0.000738495,0.001554938,0,0.000413337,0,0.002937755,0.000267094,0.000747863,0.520325,0.138973,0.51702248,0.291102188,0.32276724,0.002326934,0.002745782,NA,NA,NA,NA,NA,1,0.001068376
ENSAMXG00000000209,SDC2 (1 of 2),syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659],integral component of membrane;membrane,0.001119019,0.003345049,0,0,0.001882028,0.003821628,0.003275681,0.003648381,0.48403205,0.726229333,0.356299167,0.243119,0.12746096,0.002249301,0.002580752,NA,NA,NA,NA,NA,0.784912,0.004848008
ENSAMXG00000020133,paqr3a,progestin and adipoQ receptor family member IIIa [Source:ZFIN;Acc:ZDB-GENE-040426-1667],integral component of membrane;membrane,0,0.001156937,0,0,0.000191571,0.00063857,0.0000958,0.0000958,0.0465116,0.0465116,0.072916667,0.053187136,0.053187136,0.00063857,0.00063857,NA,-0.97361,NA,NA,0,0.0367261,0.0000958
ENSAMXG00000007963,GRAMD1B (2 of 2),GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214],NA,0,0.001265226,0.0000473,0.000212947,0.000429831,0.001611892,0.001130319,0.000221631,0.06978848,0.313931914,0.352575241,0.337563441,0.256227028,0.002776003,0.002073277,NA,NA,NA,NA,NA,0.469467378,0.001970055
ENSAMXG00000011999,si:dkey-194j22.6,si:dkey-194j22.6 [Source:ZFIN;Acc:ZDB-GENE-050309-74],protein binding;protein tyrosine kinase activity;phosphorylation;kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding,0.000160966,0.002315227,0,0,0.000802283,0.002048402,0.000774724,0.000852196,0.253865814,0.222685475,0.253850389,0.097176605,0.084586264,0.001467136,0.001509613,NA,NA,NA,NA,NA,0.37266323,0.001583131
ENSAMXG00000020799,LTBP4,latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717],protein binding;calcium ion binding,0.000577068,0.002242979,0.0000359,0.0000859,0.00152482,0.00178704,0.002965487,0.002843436,0.318263933,0.364611219,0.2593689,0.265514312,0.321953904,0.002730232,0.003685572,0,-0.221418,-1.72331,-0.703199,-1.5975,0.237403348,0.001990176
ENSAMXG00000021504,pld3,"phospholipase D family, member 3 [Source:ZFIN;Acc:ZDB-GENE-050419-212]",catalytic activity;metabolic process;integral component of membrane;membrane,0.000664177,0.00165416,0,0.000272851,0.001139762,0.001482682,0.001357258,0.00110421,0.124476314,0.238657757,0.301243833,0.40615436,0.393140573,0.002536664,0.002631404,NA,0.139774,-1.86788,-0.94587,-0.793635,0.331315888,0.002012882
ENSAMXG00000021592,RASA2,RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872],protein binding;regulation of GTPase activity;GTPase activator activity;positive regulation of GTPase activity;intracellular signal transduction;intracellular;signal transduction;integral component of membrane;membrane,0.000358277,0.001614692,0.000572005,0.000306237,0.000819001,0.0035303,0.000893393,0.000831456,0.207879367,0.19395965,0.420182331,0.208500328,0.205642783,0.001824871,0.001772136,-0.361658,-0.622222,-0.443283,-1.28368,-0.84377,0.466852313,0.003400843
ENSAMXG00000017343,gtf2f2b,"general transcription factor IIF, polypeptide 2b [Source:ZFIN;Acc:ZDB-GENE-050417-374]","transcription factor TFIIF complex;transcription initiation from RNA polymerase II promoter;transcription from RNA polymerase II promoter;helicase activity;nucleotide binding;hydrolase activity;catalytic activity;transcription, DNA-templated;ATP binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0,0.000479075,0.001437224,0.000964453,0.000614787,0.003344968,0.001821553,0.001417976,0.51145805,0.3291547,0.60044675,0.66934005,0.8282208,0.005526469,0.005526469,NA,NA,NA,NA,NA,0.08013448,0.001199825
ENSAMXG00000017359,VGLL3,vestigial-like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327],"nucleus;regulation of transcription, DNA-templated",0.000830434,0.002429902,0,0.00010661,0.000711817,0.002628228,0.000428784,0.001146532,0.236162567,0.054476033,0.292883843,0.252195291,0.30525438,0.00229063,0.003036899,NA,NA,NA,NA,NA,0.281044925,0.001491424
ENSAMXG00000025149,kctd4,potassium channel tetramerization domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040704-71],protein binding;protein homooligomerization,0,0.000445018,0.00018457,0.000129199,0.001349936,0.001294553,0.00099734,0.00099734,0.246246533,0.215794033,0.43879995,0.40777397,0.44044847,0.001153819,0.001202268,NA,NA,NA,NA,NA,0.156000467,0.00099734
ENSAMXG00000020269,snip1,Smad nuclear interacting protein [Source:ZFIN;Acc:ZDB-GENE-041026-3],protein binding,0.000563275,0.001647718,0,0.000186741,0.002164503,0.001141197,0.002264239,0.001827645,0.189692975,0.277667725,0.190625,0.20170544,0.133479369,0.001924473,0.001495084,NA,-0.838549,-1.51284,0.152164,-0.498852,0.16480005,0.001478369
ENSAMXG00000020273,DNALI1 (1 of 2),"dynein, axonemal, light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353]",NA,0.000253987,0.001279154,0,0.000134048,0.000223414,0.00297885,0.000178731,0.000245755,0.0330119,0.0465116,0.72792,0.5635605,0.5232885,0.001608579,0.001578791,NA,1.56454,0,0,0,0.51836305,0.001452189
ENSAMXG00000020288,gnl2,guanine nucleotide binding protein-like 2 (nucleolar) [Source:ZFIN;Acc:ZDB-GENE-040426-2317],"nucleolus;GTP binding;regulation of neuron differentiation;cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);neural retina development;regulation of exit from mitosis",0.000369604,0.002226689,0,0.000280899,0.001289947,0.004167967,0.001669802,0.001630605,0.220981262,0.2483746,0.461067218,0.247572338,0.265524635,0.003275853,0.003286257,NA,-0.711004,-2.05624,-1.97235,-1.30166,0.331988053,0.002547821
ENSAMXG00000020388,rbms3,"RNA binding motif, single stranded interacting protein [Source:ZFIN;Acc:ZDB-GENE-060929-244]",RNA binding;nucleotide binding;nucleic acid binding;regulation of cartilage development;regulation of transforming growth factor beta receptor signaling pathway,0.000477297,0.000432525,0,0.0000907,0.00069735,0.001043936,0.000534635,0.00069735,0.270245667,0.3199415,0.333333333,0.494106057,0.445579191,0.002632534,0.002800472,NA,-1.08972,0,0.0851426,0.433661,0.530143667,0.001324965
ENSAMXG00000013233,slc12a2,"solute carrier family 12 (sodium/potassium/chloride transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-040625-53]",cation:chloride symporter activity;chloride transmembrane transport;chloride transport;transporter activity;transmembrane transport;ion transport;transport;integral component of membrane;membrane;inner ear morphogenesis;basolateral plasma membrane;swim bladder inflation;ear development,0.000226373,0.000275418,0.0000608,0.000281036,0.000495527,0.000209887,0.000797704,0.000797977,0.292766738,0.23026598,0.2098215,0.593042235,0.547502647,0.001453066,0.001512803,NA,NA,NA,NA,NA,0.337384845,0.001186735
ENSAMXG00000001465,ktn1,kinectin 1 [Source:ZFIN;Acc:ZDB-GENE-030408-4],kinesin binding;microtubule-based movement;integral component of membrane;membrane,0.000208375,0.0007862,0,0.0000267,0.001162991,0.000816775,0.002504713,0.002649849,0.478655905,0.46015311,0.276620333,0.224935062,0.233285897,0.000825685,0.001065768,NA,-0.539421,0,-1.71916,-1.20099,0.434578338,0.002536134
ENSAMXG00000002020,zgc:174356,zgc:174356 [Source:ZFIN;Acc:ZDB-GENE-080215-21],transmembrane transport;integral component of membrane;membrane,0.000290909,0.002274517,0,0,0.000242425,0.001685426,0.000121212,0.000266667,0.0465116,0.04161885,0.282856657,0.47472358,0.393863953,0.002839827,0.002830087,NA,0.65094,NA,-1.86788,-1.45138,0.6789087,0.003030303
ENSAMXG00000013638,ta,"T, brachyury homolog a [Source:ZFIN;Acc:ZDB-GENE-980526-437]","transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;somitogenesis;mesoderm formation;determination of heart left/right asymmetry;heart looping;determination of left/right symmetry;transcription regulatory region DNA binding;protein binding;sequence-specific DNA binding;mesoderm development;Kupffer's vesicle development;embryonic heart tube morphogenesis;convergent extension involved in axis elongation;notochord development;somite development;notochord formation;notochord cell differentiation;synapse organization;determination of left/right asymmetry in lateral mesoderm;pronephric glomerulus morphogenesis;determination of left/right asymmetry in diencephalon;convergent extension involved in nephron morphogenesis;post-anal tail morphogenesis;specification of organ position;regulation of BMP signaling pathway involved in heart jogging",0,0.001367528,0,0.000155159,0.000259404,0.00087277,0.000784695,0.00077821,0.4892593,0.44664055,0.14375,0.08271254,0.113909811,0.000898629,0.00087277,NA,NA,NA,NA,NA,0.48208705,0.00077821
ENSAMXG00000013902,col11a2,"collagen, type XI, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-000208-23]",collagen trimer;extracellular matrix structural constituent;proteinaceous extracellular matrix,0.000484947,0.001453887,0,0.000152282,0.000605861,0.00159048,0.000804601,0.000845451,0.214861365,0.261969613,0.3768074,0.229317251,0.220459766,0.001522799,0.001638871,NA,NA,NA,NA,NA,0.390414995,0.001432033
ENSAMXG00000009253,adgrb3,adhesion G protein-coupled receptor B3 [Source:ZFIN;Acc:ZDB-GENE-070424-99],negative regulation of angiogenesis;G-protein coupled receptor signaling pathway;G-protein coupled receptor activity;integral component of membrane;membrane,0.000172826,0.00167378,0.000870901,0.000697648,0.000910505,0.001663868,0.00123002,0.000792178,0.164205425,0.168021011,0.170485592,0.172140949,0.1375817,0.001753094,0.00136835,NA,NA,NA,NA,NA,0.200650548,0.001613664
ENSAMXG00000015230,tex264a,testis expressed 264a [Source:ZFIN;Acc:ZDB-GENE-040426-1885],NA,0,0.001989445,0.000118582,0.000213447,0.001358301,0.002956074,0.000996087,0.000889363,0.2042788,0.2042788,0.338877257,0.209526,0.241133333,0.001805831,0.001829547,NA,NA,NA,NA,NA,0.38779964,0.002193763
ENSAMXG00000016582,magi3b (1 of 2),"membrane associated guanylate kinase, WW and PDZ domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-060503-301]",protein binding,0.0000935,0.002244545,0,0.000723069,0.001899255,0.002544133,0.002759588,0.001395385,0.184322629,0.2995646,0.332144429,0.256751738,0.176614273,0.002964694,0.001656282,NA,NA,NA,NA,NA,0.28105005,0.002338634
ENSAMXG00000016917,ca16b,carbonic anhydrase XVI b [Source:ZFIN;Acc:ZDB-GENE-080818-1],protein binding;peptidyl-tyrosine dephosphorylation;phosphatase activity;protein tyrosine phosphatase activity;dephosphorylation;protein dephosphorylation;phosphoprotein phosphatase activity;hydrolase activity;integral component of membrane;membrane,0.00022226,0.001653986,0.0000648,0.000104306,0.000709348,0.002081068,0.001135332,0.001122946,0.291275336,0.312933914,0.334005792,0.230358678,0.221936923,0.001930812,0.002055371,NA,NA,NA,NA,NA,0.382759235,0.001707421
ENSAMXG00000017236,gli1,GLI family zinc finger 1 [Source:ZFIN;Acc:ZDB-GENE-030321-1],"nucleic acid binding;metal ion binding;regulation of transcription, DNA-templated;protein binding;neuron differentiation;generation of neurons;brain development;smoothened signaling pathway;ventral spinal cord interneuron specification;regulation of neurogenesis;odontogenesis;retinal ganglion cell axon guidance;adenohypophysis development;facial nucleus development;neural tube patterning;cranial nerve development;floor plate formation;trigeminal motor nucleus development;positive regulation of smoothened signaling pathway;Hedgehog signaling complex;abducens nucleus development;pituitary gland development;muscle cell fate specification;adenohypophysis morphogenesis;trigeminal nerve development;facial nerve development;glossopharyngeal nerve development;vagus nerve development;abducens nerve development",0.000320036,0.00225642,0,0,0.000712554,0.002475678,0.001696303,0.001397338,0.381458471,0.514966143,0.307876525,0.291749365,0.236054095,0.002432,0.002086544,NA,NA,NA,NA,NA,0.659579139,0.003614693
ENSAMXG00000016904,sec16b,"SEC16 homolog B, endoplasmic reticulum export factor [Source:ZFIN;Acc:ZDB-GENE-050208-274]",COPII vesicle coating;Golgi membrane,0.000610644,0.002569476,0,0,0.001505742,0.002379523,0.002393892,0.001826691,0.171829225,0.273876324,0.271554539,0.192232221,0.130848818,0.00246286,0.002195401,NA,NA,NA,NA,NA,0.250792252,0.002523292
ENSAMXG00000018752,dnd1,DND microRNA-mediated repression inhibitor 1 [Source:ZFIN;Acc:ZDB-GENE-030828-4],nucleotide binding;nucleic acid binding;heart contraction;mRNA binding;mRNA 3'-UTR binding;germ cell development;P granule;positive regulation of gene expression;germ cell migration;germ cell nucleus;mRNA stabilization;regulation of cell motility,0.0000965,0.003443723,0,0,0.001828862,0.004247514,0.00154185,0.00154185,0.255887033,0.279562367,0.36433925,0.243590303,0.244046355,0.002702964,0.002751231,NA,NA,NA,NA,NA,0.450188275,0.003303965
ENSAMXG00000010841,ACVR1C,"activin A receptor, type IC [Source:HGNC Symbol;Acc:HGNC:18123]",transmembrane receptor protein serine/threonine kinase signaling pathway;receptor signaling protein serine/threonine kinase activity;transmembrane receptor protein serine/threonine kinase activity;signal transduction by protein phosphorylation;protein tyrosine kinase activity;phosphorylation;kinase activity;protein serine/threonine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;integral component of membrane;membrane,0.000415513,0.001728976,0.000422179,0.000730294,0.000509907,0.003261785,0.001495726,0.001161859,0.32652155,0.4888652,0.439287288,0.098829238,0.089210842,0.001646952,0.001305821,NA,NA,NA,NA,NA,0.652710417,0.003205128
