Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino,Dxy_Pachon:Molino,Fst_Pachon:Molino,Dxy_Tinaja:Molino,Fst_Tinaja:Molino,Dxy_Tinaja:Pachon,Fst_Tinaja:Pachon,Fst_Outliers
ENSAMXG00000012365,ADAM17,ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195],NA,0,0.000451671,0,0,0,0.000225836,0,0,NA,NA,NA,NA,0.00619094,0.000225836,0.000225836,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000012412,PLD4,"phospholipase D family, member 4 [Source:HGNC Symbol;Acc:HGNC:23792]",catalytic activity;metabolic process,0.000167085,0.001066147,0,0,0,0.000689519,0,0,NA,NA,0.238719,0.13047497,0.065054764,0.000689519,0.00070922,NA,NA,NA,NA,NA,NA,0,0,NA,0.0000885,NA,0.0000882,NA,Diversity_too_low_RASCON
ENSAMXG00000012783,DMXL1 (2 of 2),Dmx-like 1 [Source:HGNC Symbol;Acc:HGNC:2937],NA,0,0.001944579,0,0,0,0.00137741,0,0,NA,NA,0.3125,0.326167,0.326167,0.00137741,0.00137741,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000012870,hamp,hepcidin antimicrobial peptide [Source:ZFIN;Acc:ZDB-GENE-050726-1],cellular iron ion homeostasis;cell;extracellular region;defense response to Gram-negative bacterium;defense response to Gram-positive bacterium;lipopolysaccharide binding;lipoteichoic acid binding;peptidoglycan binding;response to bacterium,0,0.00215664,0,0,0,0.001122334,0,0,NA,NA,0.0625,0.03858352,0.03858352,0.001122334,0.001122334,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000012895,NA,NA,amino acid transmembrane transporter activity;amino acid transmembrane transport;integral component of membrane;membrane,0,0.000871459,0,0,0,0.00043573,0,0,NA,NA,NA,0.00619094,0.00619094,0.00043573,0.00043573,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013280,NA,NA,sodium ion transmembrane transport;sodium channel activity;sodium ion transport;ion transport;transport;integral component of membrane;membrane,0,0.000365898,0,0,0.00018295,0.000182949,0.0000915,0.0000915,0.0465116,0.0465116,NA,0.00619094,0.00619094,0.000182949,0.000182949,NA,NA,NA,NA,NA,0.0367261,0.0000915,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013335,prkaa2,"protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-081120-5]",protein tyrosine kinase activity;phosphorylation;kinase activity;protein serine/threonine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding,0,0.000334761,0,0,0.000101256,0.000171623,0.0000506,0.0000506,0.0465116,0.0465116,0.035170665,0.030667547,0.025510757,0.000171313,0.000171313,NA,NA,NA,NA,NA,0.0367261,0.0000507,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013395,hagh,hydroxyacylglutathione hydrolase [Source:ZFIN;Acc:ZDB-GENE-030131-8921],NA,0,0.000639602,0,0,0,0.000339789,0,0,NA,NA,0.0625,0.0709761,0.0709761,0.000339789,0.000339789,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013527,ASB6 (3 of 3),ankyrin repeat and SOCS box containing 6 [Source:HGNC Symbol;Acc:HGNC:17181],protein binding,0,0.002084943,0,0,0,0.001393867,0,0,NA,NA,0.270833,0.14688847,0.14688847,0.001393867,0.001393867,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013645,bmf2,Bcl2 modifying factor 2 [Source:ZFIN;Acc:ZDB-GENE-041210-319],apoptotic process;positive regulation of apoptotic process,0,0.000949667,0,0,0,0.000474834,0,0,NA,NA,NA,0.00619094,0.00619094,0.000474834,0.000474834,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013713,rbm18,RNA binding motif protein 18 [Source:ZFIN;Acc:ZDB-GENE-040426-1764],nucleotide binding;nucleic acid binding,0,0.001766381,0,0,0,0.001068376,0,0,NA,NA,0.135684333,0.1508369,0.1508369,0.001068376,0.001068376,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013777,SMOC2 (2 of 2),SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323],calcium ion binding;proteinaceous extracellular matrix;signal transduction,0,0.000354987,0,0,0,0.000177494,0,0,NA,NA,NA,0.00619094,0.00619094,0.000177494,0.000177494,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013779,aqp11,aquaporin 11 [Source:ZFIN;Acc:ZDB-GENE-080418-1],transporter activity;transport;integral component of membrane;membrane,0.000114286,0.002356926,0,0,0.000201532,0.001496599,0.000100766,0.000161225,0.0367261,0.0367261,0.17096364,0.15800469,0.157084157,0.001496599,0.001547392,NA,NA,NA,NA,NA,0.0260074,0.000100766,0,NA,0.0000571,NA,0.0000571,0,Diversity_too_low_RASCON
ENSAMXG00000013805,srsf4,serine/arginine-rich splicing factor 4 [Source:ZFIN;Acc:ZDB-GENE-030131-591],nucleotide binding;nucleic acid binding,0,0.000829525,0,0,0,0.000451726,0,0,NA,NA,0.072702,0.064263685,0.064263685,0.000451726,0.000451726,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000013957,specc1,sperm antigen with calponin homology and coiled-coil domains 1 [Source:ZFIN;Acc:ZDB-GENE-060526-207],protein binding;face morphogenesis,0,0.000718729,0,0,0,0.000381825,0,0,NA,NA,0.0625,0.0625,0.0709761,0.000381825,0.000381825,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000014035,mzt2b,mitotic spindle organizing protein 2B [Source:ZFIN;Acc:ZDB-GENE-040801-87],NA,0,0.001517826,0,0,0,0.001140951,0,0,NA,NA,0.267361,0.138894995,0.142849495,0.001140951,0.001140951,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000014134,DRAM1 (2 of 2),DNA-damage regulated autophagy modulator 1 [Source:HGNC Symbol;Acc:HGNC:25645],integral component of membrane;membrane,0,0.000440917,0,0,0,0.000220459,0,0,NA,NA,NA,0.00619094,0.00619094,0.000220459,0.000220459,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000014546,shfm1,split hand/foot malformation (ectrodactyly) type 1 [Source:ZFIN;Acc:ZDB-GENE-030131-988],NA,0,0.002023033,0,0,0,0.001322751,0,0,NA,NA,0.225,0.239732,0.239732,0.001322751,0.001322751,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000014632,rhoaa,"ras homolog gene family, member Aa [Source:ZFIN;Acc:ZDB-GENE-040426-2150]","nucleocytoplasmic transport;intracellular protein transport;protein transport;GTPase activity;skeletal muscle satellite cell migration;wound healing, spreading of cells;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;membrane",0,0.000745328,0,0,0,0.000487329,0,0,NA,NA,0.209122,0.225,0.239732,0.000487329,0.000487329,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000014731,itk (2 of 2),IL2-inducible T-cell kinase [Source:ZFIN;Acc:ZDB-GENE-990415-261],protein tyrosine kinase activity;protein phosphorylation;protein kinase activity;ATP binding,0,0.001912959,0,0,0,0.001355014,0,0,NA,NA,0.252654,0.270833,0.287586,0.001355014,0.001355014,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000014738,NA,NA,voltage-gated calcium channel complex;voltage-gated calcium channel activity;ion channel activity;calcium ion transmembrane transport;transmembrane transport;ion transport;transport;integral component of membrane;membrane,0,0.001161944,0,0,0,0.000617284,0,0,NA,NA,0.0625,0.0625,0.0709761,0.000617284,0.000617284,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000015629,CD36,CD36 molecule (thrombospondin receptor) [Source:HGNC Symbol;Acc:HGNC:1663],cell adhesion;integral component of membrane;membrane,0,0.000763649,0,0,0,0.000381825,0,0,NA,NA,NA,0.00619094,0.00619094,0.000381825,0.000381825,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000015991,hoxb6a,homeobox B6a [Source:ZFIN;Acc:ZDB-GENE-990415-106],"multicellular organismal development;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;circadian regulation of gene expression",0,0.000327761,0,0,0,0.000163881,0,0,NA,NA,NA,0.00619094,0.00619094,0.000163881,0.000163881,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000016062,NA,NA,NA,0,0.00117743,0,0,0,0.000612745,0,0,NA,NA,0,0.00926832,0.00926832,0.000612745,0.000612745,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000016261,NA,NA,phosphorus-oxygen lyase activity;cyclic nucleotide biosynthetic process;intracellular signal transduction;intracellular;nucleotide binding;lyase activity;integral component of membrane;membrane,0,0.001057472,0,0,0,0.000541477,0,0,NA,NA,0.0532446,0.027785993,0.02238723,0.000541477,0.000541477,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000016555,NA,NA,sulfotransferase activity;transferase activity;metabolic process,0,0.00276654,0.00276654,0,0,0.005291005,0,0,NA,NA,0.459375,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000016627,tada3l (2 of 2),"transcriptional adaptor 3 (NGG1 homolog, yeast)-like [Source:ZFIN;Acc:ZDB-GENE-030131-6725]",NA,0,0.001539264,0,0,0,0.001006441,0,0,NA,NA,0.225,0.239732,0.239732,0.001006441,0.001006441,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000016814,si:ch211-105d11.1,si:ch211-105d11.1 [Source:ZFIN;Acc:ZDB-GENE-060503-850],integral component of membrane;membrane,0,0.001099018,0,0,0,0.001520404,0,0,NA,NA,0.350878333,0.27127701,0.269157985,0.00151653,0.001489958,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000016870,DHDH (4 of 4),dihydrodiol dehydrogenase (dimeric) [Source:HGNC Symbol;Acc:HGNC:17887],oxidoreductase activity,0,0.003191258,0,0,0,0.002086594,0,0,NA,NA,0.1666665,0.17928105,0.17928105,0.002086594,0.002086594,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000016971,stmn4l,"stathmin-like 4, like [Source:ZFIN;Acc:ZDB-GENE-040718-301]",regulation of microtubule polymerization or depolymerization,0,0.001087311,0,0,0,0.000620732,0,0,NA,NA,0.125,0.05116196,0.05116196,0.000616143,0.000616143,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000017002,NA,NA,phospholipid translocation;phospholipid transport;phospholipid-translocating ATPase activity;magnesium ion binding;nucleotide binding;ATP binding;metal ion binding;integral component of membrane;membrane,0,0.000425713,0,0,0,0.000212857,0,0,NA,NA,NA,0.00619094,0.00619094,0.000212857,0.000212857,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000017356,zgc:103625,zgc:103625 [Source:ZFIN;Acc:ZDB-GENE-040912-116],NA,0,0.000954291,0,0,0,0.00053185,0,0,NA,NA,0.111535,0.06627797,0.06627797,0.00053185,0.00053185,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000017520,NA,NA,"oxidoreductase activity, acting on the CH-CH group of donors;metabolic process;oxidation-reduction process",0,0.001054067,0,0,0,0.000527034,0,0,NA,NA,0.00784133,0.01051327,0.01051327,0.000527034,0.000527034,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000017798,atp2a1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 [Source:ZFIN;Acc:ZDB-GENE-020905-1]",nucleotide binding;hydrolase activity;ATP binding;metabolic process;metal ion binding;integral component of membrane;membrane;response to mechanical stimulus;regulation of muscle contraction;negative regulation of muscle contraction;cellular calcium ion homeostasis,0,0.000889397,0,0.0000635,0.0000953,0.000508227,0.0000794,0.0000476,0.0465116,0.0465116,0.147916667,0.04709435,0.06398685,0.000522344,0.000508227,NA,NA,NA,NA,NA,0.0367261,0.0000476,0.0000318,NA,0,NA,0.0000318,0.00619094,Diversity_too_low_RASCON
ENSAMXG00000017926,stx6,syntaxin 6 [Source:ZFIN;Acc:ZDB-GENE-030131-858],protein binding;Golgi vesicle transport;membrane fusion;SNAP receptor activity;intracellular protein transport;vesicle-mediated transport;intracellular;integral component of membrane;membrane,0,0.000442673,0,0,0,0.000221337,0,0,NA,NA,NA,0.00619094,0.00619094,0.000221337,0.000221337,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000017952,mbd3b,methyl-CpG binding domain protein 3b [Source:ZFIN;Acc:ZDB-GENE-030131-9792],nucleus;DNA binding,0,0.000641854,0,0,0.000209118,0.000399202,0.000104559,0.000104559,0.0465116,0.0465116,0.225,0.12296147,0.12296147,0.000399202,0.000399202,NA,NA,NA,NA,NA,0.0367261,0.000104559,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000018008,csmd1a (4 of 6),CUB and Sushi multiple domains 1a [Source:ZFIN;Acc:ZDB-GENE-050417-402],NA,0,0.002417633,0,0,0,0.001558957,0,0,NA,NA,0.205935,0.14493798,0.149085313,0.001558957,0.001558957,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000018051,NA,NA,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;metabolic process",0,0.000784869,0,0,0,0.000649427,0.001077586,0.001077586,1,1,0.267361,0.27950805,0.27950805,0.000649427,0.000649427,NA,NA,NA,NA,NA,1,0.001077586,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000018199,NA,NA,integral component of membrane;membrane,0,0.001320913,0,0,0,0.000729076,0,0,NA,NA,0.0881905,0.09798805,0.10316955,0.000729076,0.000729076,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000018684,NDUFB1,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa [Source:HGNC Symbol;Acc:HGNC:7695]",NADH dehydrogenase activity;mitochondrion;oxidation-reduction process,0,0.00184058,0,0,0,0.000957854,0,0,NA,NA,0,0.00926832,0.00926832,0.000957854,0.000957854,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000018816,rangrf,RAN guanine nucleotide release factor [Source:ZFIN;Acc:ZDB-GENE-060526-143],NA,0,0.001142896,0,0,0,0.000607165,0,0,NA,NA,0.0428954,0.0709761,0.0625,0.000607165,0.000607165,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000018960,VMAC,vimentin-type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:33803],NA,0,0.000414593,0,0,0,0.000207297,0,0,NA,NA,NA,0.00619094,0.00619094,0.000207297,0.000207297,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019022,nr2f6b,"nuclear receptor subfamily 2, group F, member 6b [Source:ZFIN;Acc:ZDB-GENE-040426-2351]","steroid hormone mediated signaling pathway;intracellular receptor signaling pathway;RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding;steroid hormone receptor activity;transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;metal ion binding;sequence-specific DNA binding;nucleus;DNA binding;zinc ion binding;regulation of transcription, DNA-templated",0,0.000806109,0,0,0.000140292,0.000560875,0.000771605,0.000771605,0.932007,0.932007,0.160986977,0.13226791,0.13226791,0.000560875,0.000560875,NA,NA,NA,NA,NA,0.927448,0.000771605,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019170,saga (1 of 2),S-antigen; retina and pineal gland (arrestin) a [Source:ZFIN;Acc:ZDB-GENE-040426-1538],signal transduction,0,0.001191738,0,0,0,0.000633112,0,0,NA,NA,0,0.00617285,0.0123457,0.000633112,0.000633112,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019270,triap1,TP53 regulated inhibitor of apoptosis 1 [Source:ZFIN;Acc:ZDB-GENE-050417-161],NA,0,0.000483091,0,0,0,0.000241546,0,0,NA,NA,NA,0.00619094,0.00619094,0.000241546,0.000241546,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019425,higd1a,"HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]",integral component of membrane;membrane,0,0.000763649,0,0,0,0.000381825,0,0,NA,NA,NA,0.00619094,0.00619094,0.000381825,0.000381825,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019730,mapk12b,mitogen-activated protein kinase 12b [Source:ZFIN;Acc:ZDB-GENE-041210-123],MAP kinase activity;MAPK cascade;protein tyrosine kinase activity;phosphorylation;kinase activity;protein serine/threonine kinase activity;intracellular;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding,0,0.001256458,0,0,0,0.000701524,0,0,NA,NA,0.10307435,0.078623113,0.078623113,0.000701524,0.000701524,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019809,LACTB2,"lactamase, beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]",liver development,0,0.000775242,0,0.000116144,0.000193574,0.000491999,0.000154859,0.0000968,0.0465116,0.0465116,0.1555685,0.16899905,0.16899905,0.000550071,0.000491999,NA,NA,NA,NA,NA,0.0367261,0.0000968,0.0000581,NA,0,NA,0.0000581,NA,Diversity_too_low_RASCON
ENSAMXG00000019826,map2,microtubule-associated protein 2 [Source:ZFIN;Acc:ZDB-GENE-041010-118],central nervous system neuron development;tubulin binding;microtubule bundle formation;microtubule binding,0,0.000816992,0,0,0,0.00042517,0,0,NA,NA,0,0.00926832,0.00926832,0.00042517,0.00042517,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019865,NA,NA,NA,0,0.001721833,0,0,0,0.000896057,0,0,NA,NA,0.0625,0.03858352,0.03858352,0.000896057,0.000896057,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019966,dlg4b,"discs, large homolog 4b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040628-3]",protein binding;protein heterodimerization activity,0,0.001015291,0,0,0,0.000539374,0,0,NA,NA,0.0625,0.0709761,0.0709761,0.000539374,0.000539374,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000019987,eno2,enolase 2 [Source:ZFIN;Acc:ZDB-GENE-040704-27],phosphopyruvate hydratase activity;phosphopyruvate hydratase complex;glycolytic process;magnesium ion binding,0,0.000650545,0.000228708,0,0,0.000561604,0,0,NA,NA,0.232143,0.093651455,0.093651455,0.000432003,0.000432003,NA,NA,NA,NA,NA,0.0881057,0.000130924,0.000129601,0.135363,0.000129601,0.135363,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020133,paqr3a,progestin and adipoQ receptor family member IIIa [Source:ZFIN;Acc:ZDB-GENE-040426-1667],integral component of membrane;membrane,0,0.001156937,0,0,0.000191571,0.00063857,0.0000958,0.0000958,0.0465116,0.0465116,0.072916667,0.053187136,0.053187136,0.00063857,0.00063857,NA,NA,NA,NA,NA,0.0367261,0.0000958,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020141,calml4a,calmodulin-like 4a [Source:ZFIN;Acc:ZDB-GENE-081022-9],calcium ion binding,0,0.000658973,0,0,0,0.000342936,0,0,NA,NA,0.0625,0.03858352,0.03858352,0.000342936,0.000342936,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020287,TCEB2 (2 of 2),"transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) [Source:HGNC Symbol;Acc:HGNC:11619]",protein binding,0,0.000311235,0,0,0,0.000155618,0,0,NA,NA,NA,0.00619094,0.00619094,0.000155618,0.000155618,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020569,rps29,ribosomal protein S29 [Source:ZFIN;Acc:ZDB-GENE-040622-5],translation;ribosome;structural constituent of ribosome;intracellular;chordate embryonic development;hematopoietic stem cell differentiation;angiogenesis;vasculogenesis;erythrocyte development;regulation of cell cycle;intrinsic apoptotic signaling pathway by p53 class mediator,0,0.00197692,0,0,0,0.001028807,0,0,NA,NA,0,0.00926832,0.00926832,0.001028807,0.001028807,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020701,xpnpep1 (2 of 2),"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble [Source:ZFIN;Acc:ZDB-GENE-040426-999]",NA,0,0.001341143,0,0,0,0.000721501,0,0,NA,NA,0.0833333,0.05129802,0.05129802,0.000721501,0.000721501,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020821,NA,NA,protein binding,0,0.001694503,0,0,0,0.000881834,0,0,NA,NA,0.0625,0.03858352,0.03858352,0.000881834,0.000881834,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000021019,efhd1,"EF-hand domain family, member D1 [Source:ZFIN;Acc:ZDB-GENE-030131-7461]",calcium ion binding,0,0.001989025,0,0,0,0.001200274,0,0,NA,NA,0.120057333,0.09764741,0.10266391,0.001200274,0.001200274,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000021162,fabp1b.1,"fatty acid binding protein 1b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050522-96]",lipid binding;transporter activity;transport,0,0.001689376,0,0,0,0.001658688,0,0,NA,NA,0.563401,0.29391347,0.29391347,0.001658688,0.001658688,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000021554,rpp21,ribonuclease P 21 subunit [Source:ZFIN;Acc:ZDB-GENE-040801-37],NA,0,0.000799155,0,0,0,0.000485201,0,0,NA,NA,0.1875,0.199354,0.199354,0.000485201,0.000485201,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000024360,si:dkey-22l11.6,si:dkey-22l11.6 [Source:ZFIN;Acc:ZDB-GENE-041210-251],integral component of membrane;membrane,0,0.002942754,0,0,0,0.001744498,0,0,NA,NA,0.129107,0.14125005,0.14125005,0.001744498,0.001744498,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000024679,HOXC4 (2 of 2),homeobox C4 [Source:HGNC Symbol;Acc:HGNC:5126],"multicellular organismal development;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0,0.000519802,0,0.000138313,0,0.000268941,0.0000696,0,NA,NA,0.0442537,0.0465116,0.05874385,0.000322729,0.000268941,NA,NA,NA,NA,NA,NA,0,0.0000692,NA,0,NA,0.0000692,0,Diversity_too_low_RASCON
ENSAMXG00000024703,poc1a,POC1 centriolar protein A [Source:ZFIN;Acc:ZDB-GENE-040426-1993],protein binding,0.000152439,0.002012593,0,0,0,0.001693767,0,0.0000762,NA,NA,0.35937515,0.111077543,0.098202971,0.001693767,0.00166836,NA,NA,NA,NA,NA,NA,0,0,NA,0.0000762,NA,0.0000762,0,Diversity_too_low_RASCON
ENSAMXG00000024850,gypc,glycophorin C (Gerbich blood group) [Source:ZFIN;Acc:ZDB-GENE-030131-7930],integral component of membrane;membrane;protein binding;extrinsic component of plasma membrane,0,0.002697727,0,0,0,0.001508137,0,0,NA,NA,0.077803,0.08994385,0.08994385,0.001508137,0.001508137,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000025523,blcap,bladder cancer associated protein [Source:ZFIN;Acc:ZDB-GENE-000330-7],integral component of membrane;membrane,0,0.001402349,0,0,0,0.000851426,0,0,NA,NA,0.15625,0.170232,0.170232,0.000851426,0.000851426,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000025833,hand2,heart and neural crest derivatives expressed 2 [Source:ZFIN;Acc:ZDB-GENE-000511-1],protein dimerization activity;heart contraction;embryonic pectoral fin morphogenesis;embryonic viscerocranium morphogenesis;thyroid gland development;heart morphogenesis;cardioblast differentiation;cardiocyte differentiation;determination of intestine left/right asymmetry;cardiogenic plate morphogenesis;embryonic heart tube formation;cardiac muscle cell differentiation;proepicardium development;polarized epithelial cell differentiation,0,0.001241324,0.000215331,0,0,0.001076658,0,0,NA,NA,0.361111,0.24711547,0.48804,0.001133787,0.001076658,NA,NA,NA,NA,NA,NA,0.000110889,0.000113379,0.00619094,0.000107666,0.00619094,0,NA,Diversity_too_low_RASCON
ENSAMXG00000026015,si:ch211-69l10.4,si:ch211-69l10.4 [Source:ZFIN;Acc:ZDB-GENE-131127-259],NA,0,0.000315656,0,0,0,0.000157828,0,0,NA,NA,NA,0.00619094,NA,0.000157828,0.000157828,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
