Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy.Molino,,Dxy_Rascon.Pachon,Dxy_Rascon.Tinaja,Fst_Rascon.Tinaja,Fst_Pachon.Rascon,Fst_RioChoy.Molino,Fst_RioChoy.Pachon,Fst_RioChoy.Tinaja,Dxy_RioChoy.Pachon,Dxy_RioChoy.Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
ENSAMXG00000013706,pnp4a,purine nucleoside phosphorylase-like [Source:NCBI gene;Acc:134155],,,,,,,,,0.00085415,0.00107837,,,,,,,,,,,,
ENSAMXG00000029362, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030138, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000025593,sox12,transcription factor SOX-4-like [Source:NCBI gene;Acc:1339194],,,,,,,,,8.82E-05,8.38E-05,,,,,,,,,,,,
ENSAMXG00000043197, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000037097,maf1,repressor of RNA polymerase III transcription MAF1 homolog [Source:NCBI gene;Acc:1346362],,,,,,,,,0.00010611,5.04E-05,,,,,,,,,,,,
ENSAMXG00000009851,zc3h11a,zinc finger CCCH-type containing 11A [Source:NCBI gene;Acc:133956],,,,,,,,,0.00157014,0.00161641,,,,,,,,,,,,
ENSAMXG00000009880, ,acidic mammalian chitinase-like [Source:NCBI gene;Acc:134944],,,,,,,,,0.00257373,0.00093208,,,,,,,,,,,,
ENSAMXG00000009898,cntn2,contactin 2 [Source:ZFIN;Acc:ZDB-GENE-9963-12],,,,,,,,,0.00096921,0.0013112,,,,,,,,,,,,
ENSAMXG00000009970,nfasca,neurofascin homolog (chicken) a [Source:ZFIN;Acc:ZDB-GENE-8229-6],,,,,,,,,0.00083487,0.0004852,,,,,,,,,,,,
ENSAMXG00000042827, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000010065,pik3c2b,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta [Source:ZFIN;Acc:ZDB-GENE-539-145]",,,,,,,,,0.00100644,0.00057761,,,,,,,,,,,,
ENSAMXG00000043507,golt1a,golgi transport 1A [Source:NCBI gene;Acc:134545],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042094, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000036298,csf1a,uncharacterized LOC1345744 [Source:NCBI gene;Acc:1345744],,,,,,,,,0.0025655,0.00151527,,,,,,,,,,,,
ENSAMXG00000030780, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007448,atp2b4,ATPase plasma membrane Ca2+ transporting 4 [Source:NCBI gene;Acc:134534],,,,,,,,,0.00045287,0.00047992,,,,,,,,,,,,
ENSAMXG00000007380,ppfia4,PTPRF interacting protein alpha 4 [Source:NCBI gene;Acc:1321714],,,,,,,,,0.00143634,0.00122829,,,,,,,,,,,,
ENSAMXG00000035114,tmem183a,transmembrane protein 183A [Source:NCBI gene;Acc:1337819],,,,,,,,,0.00091991,0.00098713,,,,,,,,,,,,
ENSAMXG00000040051, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000036558,FAM72B,family with sequence similarity 72 member A [Source:NCBI gene;Acc:1335425],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007282,srgap2,SLIT-ROBO Rho GTPase activating protein 2 [Source:NCBI gene;Acc:556198],,,,,,,,,6.19E-05,0.00013273,,,,,,,,,,,,
ENSAMXG00000007271,ikbke,inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:ZFIN;Acc:ZDB-GENE-4718-251],,,,,,,,,0.00290109,0.00181195,,,,,,,,,,,,
ENSAMXG00000036315,RASSF5,Ras association domain family member 5 [Source:NCBI gene;Acc:1334359],,,,,,,,,0.00331173,0.00144434,,,,,,,,,,,,
ENSAMXG00000007263,dyrk3,dual specificity tyrosine-phosphorylation-regulated kinase 2 [Source:NCBI gene;Acc:133436],,,,,,,,,0.00116356,0.0012797,,,,,,,,,,,,
ENSAMXG00000044014,mapkapk2a,MAP kinase-activated protein kinase 2 [Source:NCBI gene;Acc:133351],,,,,,,,,0,0.0005234,,,,,,,,,,,,
ENSAMXG00000029145,il10,interleukin 1 [Source:NCBI gene;Acc:1332747],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007239,il19l,interleukin 19 like [Source:ZFIN;Acc:ZDB-GENE-71121-1],,,,,,,,,0.00549626,0.00570452,,,,,,,,,,,,
ENSAMXG00000038615,prelp,proline and arginine rich end leucine rich repeat protein [Source:NCBI gene;Acc:133224],,,,,,,,,4.61E-05,0.00040605,,,,,,,,,,,,
ENSAMXG00000030611,zgc:113307,lumican-like [Source:NCBI gene;Acc:1332351],,,,,,,,,0.00163132,0.00012235,,,,,,,,,,,,
ENSAMXG00000007228,fmoda,fibromodulin-like [Source:NCBI gene;Acc:1331498],,,,,,,,,0.00311688,0.00141798,,,,,,,,,,,,
ENSAMXG00000007203,slc6a14,solute carrier family 6 member 14 [Source:NCBI gene;Acc:134767],,,,,,,,,0.00190633,0.00186125,,,,,,,,,,,,
ENSAMXG00000030835, ,,,,,,,,,,0.00748727,0.00774933,,,,,,,,,,,,
ENSAMXG00000035090, ,oocyte zinc finger protein XlCOF6-like [Source:NCBI gene;Acc:1329596],,,,,,,,,0.00235244,0.00244012,,,,,,,,,,,,
ENSAMXG00000042997, ,,,,,,,,,,0.00438212,0.00425066,,,,,,,,,,,,
ENSAMXG00000032446, ,zinc finger protein 3-like [Source:NCBI gene;Acc:1329919],,,,,,,,,0.00175006,0.00188834,,,,,,,,,,,,
ENSAMXG00000034841, ,zinc finger protein 18-like [Source:NCBI gene;Acc:133244],,,,,,,,,0.00016358,0.00023374,,,,,,,,,,,,
ENSAMXG00000039238, ,zinc finger protein 136-like [Source:NCBI gene;Acc:111195416],,,,,,,,,0.00264964,0.0024827,,,,,,,,,,,,
ENSAMXG00000007174, ,,,,,,,,,,0.00175016,0.00029534,,,,,,,,,,,,
ENSAMXG00000038576, ,zinc finger protein 7-like [Source:NCBI gene;Acc:1346447],,,,,,,,,0.00188224,0.00188707,,,,,,,,,,,,
ENSAMXG00000037699, ,zinc finger protein 7-like [Source:NCBI gene;Acc:1346447],,,,,,,,,0.0009009,0.00153475,,,,,,,,,,,,
ENSAMXG00000039409, ,,,,,,,,,,0.00098201,0.00125853,,,,,,,,,,,,
ENSAMXG00000031102,adora1a,adenosine receptor A1-like [Source:NCBI gene;Acc:1328963],,,,,,,,,0,0.00014124,,,,,,,,,,,,
ENSAMXG00000007156,cpne5b,copine-5 [Source:NCBI gene;Acc:1346149],,,,,,,,,0.00090847,0.00099678,,,,,,,,,,,,
ENSAMXG00000031776, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007105,kif21b,kinesin family member 21B [Source:NCBI gene;Acc:1345846],,,,,,,,,0.000862,0.00155747,,,,,,,,,,,,
ENSAMXG00000036005,lhfpl5a,tetraspan membrane protein of hair cell stereocilia homolog [Source:NCBI gene;Acc:134555],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007076,srpk1b,SRSF protein kinase 1-like [Source:NCBI gene;Acc:134524],,,,,,,,,0.00235823,0.00188235,,,,,,,,,,,,
ENSAMXG00000007071,mapk14b,mitogen-activated protein kinase 14A [Source:NCBI gene;Acc:1328137],,,,,,,,,0.00032369,0.00036818,,,,,,,,,,,,
ENSAMXG00000042007,tmem167b,transmembrane protein 167B [Source:NCBI gene;Acc:111195419],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000007063,si:ch211-160o17.6,si:ch211-16o17.6 [Source:ZFIN;Acc:ZDB-GENE-141215-39],,,,,,,,,0,7.14E-05,,,,,,,,,,,,
ENSAMXG00000025180,b3galt6,"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6 [Source:ZFIN;Acc:ZDB-GENE-1114-13]",,,,,,,,,0.00249219,0.00059686,,,,,,,,,,,,
ENSAMXG00000029985, ,,,,,,,,,,0.00023041,0.00023041,,,,,,,,,,,,
ENSAMXG00000007047,acap3b,"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3 [Source:NCBI gene;Acc:134469]",,,,,,,,,0.00124513,0.00075613,,,,,,,,,,,,
ENSAMXG00000044007,pusl1,pseudouridine synthase like 1 [Source:NCBI gene;Acc:134439],,,,,,,,,0.00060635,5.76E-05,,,,,,,,,,,,
ENSAMXG00000043100,ddx19,ATP-dependent RNA helicase DDX19B [Source:NCBI gene;Acc:111195421],,,,,,,,,0.00146476,0.00146476,,,,,,,,,,,,
ENSAMXG00000033888, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000037288, ,calcium/calmodulin-dependent protein kinase II inhibitor 2-like [Source:NCBI gene;Acc:111195422],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040059,si:dkey-33m11.7,trypsin-like [Source:NCBI gene;Acc:1326411],,,,,,,,,0.00130809,0.00149863,,,,,,,,,,,,
ENSAMXG00000032243,cdab,cytidine deaminase b [Source:ZFIN;Acc:ZDB-GENE-4426-1911],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000006988,dnajc16l,dnaJ homolog subfamily C member 16-like [Source:NCBI gene;Acc:134424],,,,,,,,,0.00132632,0.00084694,,,,,,,,,,,,
ENSAMXG00000037453,tmcc1b,transmembrane and coiled-coil domains protein 1-like [Source:NCBI gene;Acc:1325279],,,,,,,,,0.00256836,0.00173794,,,,,,,,,,,,
ENSAMXG00000033226, ,mucin-5B-like [Source:NCBI gene;Acc:111195423],,,,,,,,,0.00355569,0.00206995,,,,,,,,,,,,
ENSAMXG00000031479,rpusd4,RNA pseudouridylate synthase domain-containing protein 4-like [Source:NCBI gene;Acc:1324327],,,,,,,,,0,0.00026652,,,,,,,,,,,,
ENSAMXG00000006961,twf2b,twinfilin-2-like [Source:NCBI gene;Acc:1323282],,,,,,,,,0.0011737,0.00112559,,,,,,,,,,,,
ENSAMXG00000041177,cishb,cytokine-inducible SH2-containing protein-like [Source:NCBI gene;Acc:132417],,,,,,,,,7.67E-05,7.67E-05,,,,,,,,,,,,
ENSAMXG00000006946,phtf1,putative homeodomain transcription factor 1 [Source:NCBI gene;Acc:1321613],,,,,,,,,0.00105167,0.00107164,,,,,,,,,,,,
ENSAMXG00000032440,pfkfb2b,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 [Source:NCBI gene;Acc:1322351]",,,,,,,,,0.00139084,0.00136211,,,,,,,,,,,,
ENSAMXG00000030460,id1,DNA-binding protein inhibitor ID-1-like [Source:NCBI gene;Acc:1347891],,,,,,,,,0,8.28E-05,,,,,,,,,,,,
ENSAMXG00000006902,ncoa3,nuclear receptor coactivator 3 [Source:ZFIN;Acc:ZDB-GENE-5117-8],,,,,,,,,0.00191912,0.00058269,,,,,,,,,,,,
ENSAMXG00000006865,dido1,death inducer-obliterator 1 [Source:ZFIN;Acc:ZDB-GENE-3131-6117],,,,,,,,,0.00084972,0.00087842,,,,,,,,,,,,
ENSAMXG00000029646, ,,,,,,,,,,0.00225276,0.00085458,,,,,,,,,,,,
ENSAMXG00000030049, ,,,,,,,,,,0.00186706,0.00295018,,,,,,,,,,,,
ENSAMXG00000016470,cdh4,"cadherin 4, type 1, R-cadherin (retinal) [Source:ZFIN;Acc:ZDB-GENE-99127-1]",,,,,,,,,0.00193173,0.00230942,,,,,,,,,,,,
ENSAMXG00000016453,taf4a,"TAF4A RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:ZFIN;Acc:ZDB-GENE-131127-579]",,,,,,,,,0.0006522,0.00065262,,,,,,,,,,,,
ENSAMXG00000041468, ,uncharacterized LOC111195425 [Source:NCBI gene;Acc:111195425],,,,,,,,,0.0042978,0.00105013,,,,,,,,,,,,
ENSAMXG00000037549,bmp7a,bone morphogenetic protein 7-like [Source:NCBI gene;Acc:1342113],,,,,,,,,0.00045765,0,,,,,,,,,,,,
ENSAMXG00000016416,cse1l,chromosome segregation 1 like [Source:NCBI gene;Acc:134593],,,,,,,,,0.00377307,0.0025081,,,,,,,,,,,,
ENSAMXG00000016372,ptprga,protein tyrosine phosphatase receptor type Ga [Source:ZFIN;Acc:ZDB-GENE-1111-4],,,,,,,,,0.00116893,0.00047926,,,,,,,,,,,,
ENSAMXG00000037249, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042063, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030925,ccdc3b,coiled-coil domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-5522-184],,,,,,,,,3.95E-05,0.0003003,,,,,,,,,,,,
ENSAMXG00000042647, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000043132,zgc:194209,zgc:19429 [Source:ZFIN;Acc:ZDB-GENE-8122-75],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000017559,camk1b,calcium/calmodulin-dependent protein kinase Ib [Source:ZFIN;Acc:ZDB-GENE-14114-1],,,,,,,,,3.00E-05,5.69E-05,,,,,,,,,,,,
ENSAMXG00000017538,spcs1,signal peptidase complex subunit 1 [Source:NCBI gene;Acc:134433],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000042559,glt8d1,glycosyltransferase 8 domain containing 1 [Source:NCBI gene;Acc:492466],,,,,,,,,0.00152831,0.00148598,,,,,,,,,,,,
ENSAMXG00000020880,gnl3,G protein nucleolar 3 [Source:NCBI gene;Acc:1335717],,,,,,,,,0.00147417,0.00148376,,,,,,,,,,,,
ENSAMXG00000017325,pbrm1,polybromo 1 [Source:ZFIN;Acc:ZDB-GENE-8926-4],,,,,,,,,0.00091383,0.00089875,,,,,,,,,,,,
ENSAMXG00000017141,rpn1,ribophorin I [Source:NCBI gene;Acc:1338778],,,,,,,,,0.00103018,0.00097971,,,,,,,,,,,,
ENSAMXG00000035079,gata2a,GATA-binding factor 2-like [Source:NCBI gene;Acc:133783],,,,,,,,,0.00173556,0.0006721,,,,,,,,,,,,
ENSAMXG00000016419, ,,,,,,,,,,0.00383312,0.00328584,,,,,,,,,,,,
ENSAMXG00000034039, ,,,,,,,,,,0.00166432,0.00199392,,,,,,,,,,,,
ENSAMXG00000016599,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:6168],,,,,,,,,0.00409255,0.00364429,,,,,,,,,,,,
ENSAMXG00000016409,mustn1b,"musculoskeletal, embryonic nuclear protein 1b [Source:ZFIN;Acc:ZDB-GENE-111129-2]",,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040514,stimate,STIM activating enhance [Source:ZFIN;Acc:ZDB-GENE-4426-1198],,,,,,,,,0.00306309,0.0013913,,,,,,,,,,,,
ENSAMXG00000016363,SFMBT1,Scm like with four mbt domains 1 [Source:NCBI gene;Acc:1336664],,,,,,,,,0.00038831,0.0008047,,,,,,,,,,,,
ENSAMXG00000016004,prkcdb,protein kinase C delta type [Source:NCBI gene;Acc:1336366],,,,,,,,,0.00129204,0.00126913,,,,,,,,,,,,
ENSAMXG00000015892,fgd5a,"FYVE, RhoGEF and PH domain-containing protein 5-like [Source:NCBI gene;Acc:1335852]",,,,,,,,,0.0024259,0.00143786,,,,,,,,,,,,
ENSAMXG00000041608,si:dkey-274m17.3,chromosome 22 C3orf14 homolog [Source:NCBI gene;Acc:1335333],,,,,,,,,0.0006284,0.00092166,,,,,,,,,,,,
ENSAMXG00000015825,fezf2,FEZ family zinc finger 2 [Source:NCBI gene;Acc:6634],,,,,,,,,0.00037702,0.00037702,,,,,,,,,,,,
ENSAMXG00000014950,cadpsa,calcium dependent secretion activator [Source:NCBI gene;Acc:1341763],,,,,,,,,0.00058693,0.00067506,,,,,,,,,,,,
ENSAMXG00000014630,namptb,nicotinamide phosphoribosyltransferase-like [Source:NCBI gene;Acc:1341462],,,,,,,,,0.00018547,0.00071496,,,,,,,,,,,,
ENSAMXG00000033187,SYNPR,synaptoporin [Source:NCBI gene;Acc:133511],,,,,,,,,9.40E-05,0.00090869,,,,,,,,,,,,
ENSAMXG00000040770, ,piggyBac transposable element-derived protein 4-like [Source:NCBI gene;Acc:1719784],,,,,,,,,0.00246908,0.00128979,,,,,,,,,,,,
ENSAMXG00000014367,thoc7,THO complex 7 [Source:NCBI gene;Acc:1333936],,,,,,,,,0,0.00026369,,,,,,,,,,,,
ENSAMXG00000014312,atxn7,ataxin 7 [Source:NCBI gene;Acc:1334685],,,,,,,,,0.00232501,0.00196168,,,,,,,,,,,,
ENSAMXG00000032656, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000035712, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000035440, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000038363, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000024894,rhol,blue-sensitive opsin-like [Source:NCBI gene;Acc:1347117],,,,,,,,,5.67E-05,5.67E-05,,,,,,,,,,,,
ENSAMXG00000015646,gucy2c,guanylate cyclase 2C [Source:NCBI gene;Acc:1335855],,,,,,,,,0.00045748,0.00056083,,,,,,,,,,,,
ENSAMXG00000030421,CSDC2,cold shock domain-containing protein C2-like [Source:NCBI gene;Acc:133246],,,,,,,,,0.00859633,0.00357143,,,,,,,,,,,,
ENSAMXG00000015544,polr3h,RNA polymerase III subunit H [Source:NCBI gene;Acc:1332147],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000015485,ACO2,aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118],,,,,,,,,0.00335555,0.00336612,,,,,,,,,,,,
ENSAMXG00000031031,TOB2,"transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:1198]",,,,,,,,,0.00627867,0.00197019,,,,,,,,,,,,
ENSAMXG00000015442,tefb,thyrotroph embryonic factor [Source:NCBI gene;Acc:133126],,,,,,,,,0.00305368,0.00117855,,,,,,,,,,,,
ENSAMXG00000015355,rangap1a,RAN GTPase activating protein 1a [Source:ZFIN;Acc:ZDB-GENE-6929-492],,,,,,,,,0.00234734,0.00120354,,,,,,,,,,,,
ENSAMXG00000030384,slc25a38a,solute carrier family 25 member 38-A-like [Source:NCBI gene;Acc:132971],,,,,,,,,0,8.71E-05,,,,,,,,,,,,
ENSAMXG00000029303, ,,,,,,,,,,0.00076429,0.0012104,,,,,,,,,,,,
ENSAMXG00000042277,trir,telomerase RNA component interacting RNase [Source:NCBI gene;Acc:1326428],,,,,,,,,0.00230415,0.00230415,,,,,,,,,,,,
ENSAMXG00000038506,TRAPPC5,trafficking protein particle complex subunit 5-like [Source:NCBI gene;Acc:1334266],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000034822,junbb,"JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-4426-2666]",,,,,,,,,0.00352228,0.00363696,,,,,,,,,,,,
ENSAMXG00000042787, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000019405, ,small ubiquitin like modifier 2 [Source:NCBI gene;Acc:1344284],,,,,,,,,0.00058697,0,,,,,,,,,,,,
ENSAMXG00000043070,hlfa,hepatic leukemia factor-like [Source:NCBI gene;Acc:1325365],,,,,,,,,0.00271328,0.00268804,,,,,,,,,,,,
ENSAMXG00000040539, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000034044, ,,,,,,,,,,0.00420433,0.01064856,,,,,,,,,,,,
ENSAMXG00000030394, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030622,rbx1,"ring-box 1, E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-418-16]",,,,,,,,,0.00388863,0.00283482,,,,,,,,,,,,
ENSAMXG00000038131,st13,ST13 Hsp7 interacting protein [Source:ZFIN;Acc:ZDB-GENE-3131-5395],,,,,,,,,0.00199645,0.00217274,,,,,,,,,,,,
ENSAMXG00000008242, ,,,,,,,,,,0,0.00093458,,,,,,,,,,,,
ENSAMXG00000038351, ,mercaptopyruvate sulfurtransferase [Source:NCBI gene;Acc:1329448],,,,,,,,,0.00028945,0.00070238,,,,,,,,,,,,
ENSAMXG00000040742, ,SUMO-conjugating enzyme UBC9-like [Source:NCBI gene;Acc:1329138],,,,,,,,,0.00229741,0.00023343,,,,,,,,,,,,
ENSAMXG00000033318,pald1a,phosphatase domain containing paladin 1a [Source:NCBI gene;Acc:368369],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000037084, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000038937, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000030472, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000043402, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040461,edn2,endothelin-2-like [Source:NCBI gene;Acc:134736],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000034229, ,,,,,,,,,,0.00050539,0.00309973,,,,,,,,,,,,
ENSAMXG00000037071,stmn1a,stathmin-like [Source:NCBI gene;Acc:1345988],,,,,,,,,0,0.00064767,,,,,,,,,,,,
ENSAMXG00000031628, ,,,,,,,,,,0.00039246,0.00039246,,,,,,,,,,,,
ENSAMXG00000035497, ,,,,,,,,,,0.00215146,0.00219449,,,,,,,,,,,,
ENSAMXG00000031675,zdhhc18b,palmitoyltransferase ZDHHC18-like [Source:NCBI gene;Acc:133735],,,,,,,,,0.0003655,0.00040397,,,,,,,,,,,,
ENSAMXG00000044013,nudc,"nuclear distribution C, dynein complex regulator [Source:NCBI gene;Acc:1345763]",,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000043746,tmem222b,transmembrane protein 222-like [Source:NCBI gene;Acc:1343641],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040190,sh3bgrl3,SH3 domain-binding glutamic acid-rich-like protein 3 [Source:NCBI gene;Acc:1342712],,,,,,,,,0.00281917,0.00281917,,,,,,,,,,,,
ENSAMXG00000013750,trnau1apa,tRNA selenocysteine 1-associated protein 1-like [Source:NCBI gene;Acc:133465],,,,,,,,,0.00442114,0.00200658,,,,,,,,,,,,
ENSAMXG00000041390,stx12,syntaxin-12-like [Source:NCBI gene;Acc:134245],,,,,,,,,0.00336071,0.00306963,,,,,,,,,,,,
ENSAMXG00000013786,ccn2b,connective tissue growth factor-like [Source:NCBI gene;Acc:1341886],,,,,,,,,0,4.18E-05,,,,,,,,,,,,
ENSAMXG00000013797,epb41a,erythrocyte membrane protein band 4.1a [Source:ZFIN;Acc:ZDB-GENE-775-81],,,,,,,,,0.00088874,0.00062359,,,,,,,,,,,,
ENSAMXG00000026321,tmem200b,transmembrane protein 2A-like [Source:NCBI gene;Acc:1346284],,,,,,,,,0.00129599,0,,,,,,,,,,,,
ENSAMXG00000034811,srsf4,serine and arginine rich splicing factor 4 [Source:ZFIN;Acc:ZDB-GENE-3131-591],,,,,,,,,0.00028195,0.00028195,,,,,,,,,,,,
ENSAMXG00000034877,SLC66A2,solute carrier family 66 member 2 [Source:NCBI gene;Acc:1346896],,,,,,,,,7.47E-05,7.47E-05,,,,,,,,,,,,
ENSAMXG00000041095,kcng2,potassium voltage-gated channel subfamily G member 2 [Source:NCBI gene;Acc:1347716],,,,,,,,,0.00092775,0.00024218,,,,,,,,,,,,
ENSAMXG00000013857,sdha,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:NCBI gene;Acc:393884]",,,,,,,,,2.91E-05,0.00081599,,,,,,,,,,,,
ENSAMXG00000019720,rxrba,"retinoid x receptor, beta a [Source:NCBI gene;Acc:353]",,,,,,,,,2.95E-05,0,,,,,,,,,,,,
ENSAMXG00000014032,brd2a,bromodomain-containing protein 2-like [Source:NCBI gene;Acc:1323197],,,,,,,,,0.00126263,0.00183419,,,,,,,,,,,,
ENSAMXG00000014090,psmb9a,proteasome 2S subunit beta 9a [Source:ZFIN;Acc:ZDB-GENE-99415-14],,,,,,,,,9.62E-05,0,,,,,,,,,,,,
ENSAMXG00000014107,psmb12,proteasome subunit beta type-6-B like protein [Source:NCBI gene;Acc:1324673],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000014076,psmb13a,proteasome subunit beta type-7-like [Source:NCBI gene;Acc:1324985],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000014158,tapbp.1,TAP binding protein [Source:NCBI gene;Acc:132584],,,,,,,,,0.00488636,0.00023348,,,,,,,,,,,,
ENSAMXG00000014180,daxx,death domain associated protein [Source:NCBI gene;Acc:1326117],,,,,,,,,0.00180505,0.00180505,,,,,,,,,,,,
ENSAMXG00000014212, ,,,,,,,,,,0.00115939,0.00192361,,,,,,,,,,,,
ENSAMXG00000035967,znf384l,zinc finger protein 384 [Source:NCBI gene;Acc:1327624],,,,,,,,,0.00232958,0.00133673,,,,,,,,,,,,
ENSAMXG00000014240,flot1a,flotillin-1 [Source:NCBI gene;Acc:1327319],,,,,,,,,0.0021952,0.00216776,,,,,,,,,,,,
ENSAMXG00000014290,atp1a3a,sodium/potassium-transporting ATPase subunit alpha-3-like [Source:NCBI gene;Acc:13358],,,,,,,,,0.00019473,0.00019473,,,,,,,,,,,,
ENSAMXG00000014384,gsk3aa,glycogen synthase kinase-3 alpha-like [Source:NCBI gene;Acc:1332471],,,,,,,,,0.00122203,4.32E-05,,,,,,,,,,,,
ENSAMXG00000043635,cacng8a,voltage-dependent calcium channel gamma-4 subunit-like [Source:NCBI gene;Acc:132268],,,,,,,,,0.00064131,0.00149256,,,,,,,,,,,,
ENSAMXG00000009319,slc2a3a,"solute carrier family 2, facilitated glucose transporter member 1-like [Source:NCBI gene;Acc:1321572]",,,,,,,,,0.00208774,0.00213096,,,,,,,,,,,,
ENSAMXG00000036542,si:ch211-171h4.3,serine/threonine-protein kinase SBK1-like [Source:NCBI gene;Acc:1347848],,,,,,,,,0.00386829,0.00505393,,,,,,,,,,,,
ENSAMXG00000039788,hcn3,hyperpolarization activated cyclic nucleotide-gated potassium channel 3 [Source:ZFIN;Acc:ZDB-GENE-653-193],,,,,,,,,0.00190675,0.00193437,,,,,,,,,,,,
ENSAMXG00000032081,scamp3,secretory carrier membrane protein 3 [Source:NCBI gene;Acc:1321636],,,,,,,,,0.00189681,0.00048775,,,,,,,,,,,,
ENSAMXG00000032195,crabp2b,cellular retinoic acid-binding protein 2 [Source:NCBI gene;Acc:1322166],,,,,,,,,0.00022653,0.00235348,,,,,,,,,,,,
ENSAMXG00000032876,mrps21,mitochondrial ribosomal protein S21 [Source:NCBI gene;Acc:1321318],,,,,,,,,0.00023186,0,,,,,,,,,,,,
ENSAMXG00000035450,ciarta,circadian-associated transcriptional repressor-like [Source:NCBI gene;Acc:11119553],,,,,,,,,0.00012268,0,,,,,,,,,,,,
ENSAMXG00000036838, ,,,,,,,,,,0.00500626,0.00447928,,,,,,,,,,,,
ENSAMXG00000009926,celf3a,"cugbp, Elav-like family member 3a [Source:NCBI gene;Acc:57922]",,,,,,,,,0.00187357,0.00201613,,,,,,,,,,,,
ENSAMXG00000001908, ,4S ribosomal protein S27 [Source:NCBI gene;Acc:1346684],,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000009834,si:ch211-39a7.1,si:ch211-39a7.1 [Source:ZFIN;Acc:ZDB-GENE-653-66],,,,,,,,,3.60E-05,3.60E-05,,,,,,,,,,,,
ENSAMXG00000009806,s100a10a,protein S1-A1-like [Source:NCBI gene;Acc:134495],,,,,,,,,0.00705089,0.00859902,,,,,,,,,,,,
