Gene_stable_ID,Comparison,logFC,PValue,Gene_name,Gene_description,Ensembl_Family_Description,Condition,Publication,Age_at_Sampling,Tissue
ENSAMXG00000040766,Rio Choy-Control,0.306295411,0.398450521,pcp4l1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040767,Rio Choy-Control,0.36170926,0.131619546,TMEM19,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040768,Rio Choy-Control,-0.214719998,0.88418635,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040770,Rio Choy-Control,0.100646809,0.798587458,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040771,Rio Choy-Control,0.043657381,0.906236825,hpcal4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040772,Rio Choy-Control,0.338959277,0.248678834,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040775,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040776,Rio Choy-Control,-0.422431325,0.199036883,klhl42,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040777,Rio Choy-Control,-0.279329338,0.743179448,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040778,Rio Choy-Control,-0.041291855,0.816359577,ube2z,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040779,Rio Choy-Control,0.225602313,0.36358779,tgfbr2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040780,Rio Choy-Control,-0.003578565,0.990379797,rnf26,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040781,Rio Choy-Control,0.298283588,0.408300551,eif3f,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040782,Rio Choy-Control,-1.081743446,0.480188377,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040783,Rio Choy-Control,-0.107717078,0.592602347,pde4bb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040784,Rio Choy-Control,0.046024526,0.843677534,bmp16,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040785,Rio Choy-Control,0.31884551,0.065038573,rnmt,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040786,Rio Choy-Control,-0.227121226,0.4635406,kalrnb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040789,Rio Choy-Control,0.165844873,0.632707519,TTC9,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040790,Rio Choy-Control,-1.034622985,0.010351157,selenoh,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040791,Rio Choy-Control,0.417000942,0.786289223,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040793,Rio Choy-Control,0.053423017,0.791487823,nf2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040794,Rio Choy-Control,-0.024190693,0.944204051,creb3l3b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040795,Rio Choy-Control,-0.585012677,0.195113456,si:ch73-233k15.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040796,Rio Choy-Control,-0.896893745,0.070221866,fer1l4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040797,Rio Choy-Control,0.368237854,0.292087862,ppp2r5b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040798,Rio Choy-Control,0.329140662,0.243268663,tacc1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040799,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040800,Rio Choy-Control,-0.081967332,0.70057214,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040801,Rio Choy-Control,0.286506586,0.752586877,LRRTM4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040803,Rio Choy-Control,0.702288535,0.381111702,opn7a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040804,Rio Choy-Control,-1.098594635,0.289449151,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040806,Rio Choy-Control,-0.081192274,0.827748822,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040807,Rio Choy-Control,0.026326308,0.899486112,gnaia,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040808,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040810,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040811,Rio Choy-Control,-0.258636949,0.514944949,disp2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040813,Rio Choy-Control,0.77693845,0.298742445,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040814,Rio Choy-Control,-0.092692116,0.780042349,ins,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040815,Rio Choy-Control,0.078251253,0.809905357,mta2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040816,Rio Choy-Control,0.163213596,0.75118201,f2rl2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040817,Rio Choy-Control,0.273966983,0.470533855,f2rl1.1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040818,Rio Choy-Control,0.357317121,0.048185293,ahcyl1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040820,Rio Choy-Control,-0.33383605,0.524287711,doc2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040821,Rio Choy-Control,0.948860689,0.040206459,zgc:85843,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040824,Rio Choy-Control,0.180839069,0.605774968,gpx9,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040826,Rio Choy-Control,0.251960714,0.377766774,mrps2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040827,Rio Choy-Control,0.696936394,0.001243909,gnat2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040829,Rio Choy-Control,0.049153346,0.885068274,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040830,Rio Choy-Control,0.210606664,0.493626266,cenph,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040831,Rio Choy-Control,-0.078634205,0.859666921,cmklr1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040832,Rio Choy-Control,0.203990118,0.761628323,apoda.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040833,Rio Choy-Control,0.484432131,0.01169771,strap,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040834,Rio Choy-Control,-0.929162371,0.584165861,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040835,Rio Choy-Control,-0.644961839,0.479570525,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040836,Rio Choy-Control,-0.580232157,0.410387009,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040837,Rio Choy-Control,0.148573045,0.689906606,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040838,Rio Choy-Control,-1.032970915,0.556273585,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040839,Rio Choy-Control,-1.022555072,0.085291212,dachc,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040841,Rio Choy-Control,-0.186923007,0.895908665,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040842,Rio Choy-Control,-0.768761316,0.533127128,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040843,Rio Choy-Control,-0.11337289,0.769154873,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040844,Rio Choy-Control,0.13686068,0.699429972,lmbrd2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040846,Rio Choy-Control,0.283331813,0.15290795,mdh1ab,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040847,Rio Choy-Control,0.275653004,0.321583809,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040848,Rio Choy-Control,1.351078538,0.275456863,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040850,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040851,Rio Choy-Control,-0.064312205,0.81026642,gmfb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040852,Rio Choy-Control,0.636723664,0.004783717,eif2s2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040853,Rio Choy-Control,-0.549753773,0.043015553,wnt11,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040854,Rio Choy-Control,-0.293085577,0.742397876,mtnr1aa,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040855,Rio Choy-Control,-0.37705538,0.107679307,ETV6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040856,Rio Choy-Control,0.295770818,0.428531455,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040857,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040858,Rio Choy-Control,0.338079483,0.256596466,MTFP1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040859,Rio Choy-Control,0.188108248,0.675241577,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040860,Rio Choy-Control,-1.77332911,0.504780792,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040861,Rio Choy-Control,-0.216007589,0.931962345,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040862,Rio Choy-Control,-0.480249467,0.126684,agfg1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040863,Rio Choy-Control,-0.001741841,0.997553902,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040864,Rio Choy-Control,0.430464478,0.185626497,mpdu1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040865,Rio Choy-Control,0.707591766,0.007636858,abhd4,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040866,Rio Choy-Control,-0.091233861,0.731115602,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040867,Rio Choy-Control,1.288056367,0.213894193,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040870,Rio Choy-Control,0.253005989,0.307607032,cavin1a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040871,Rio Choy-Control,-1.276299213,0.568856979,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040873,Rio Choy-Control,0.164401435,0.580708893,nup42,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040874,Rio Choy-Control,0.315549148,0.116079951,tmem168a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040875,Rio Choy-Control,0.313987086,0.367267882,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040876,Rio Choy-Control,0.319682241,0.192861096,spryd7a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040877,Rio Choy-Control,-0.75189608,0.018769908,mef2cb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040878,Rio Choy-Control,-0.752554954,0.491991511,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040879,Rio Choy-Control,0.436602969,0.079687067,rab25a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040880,Rio Choy-Control,-1.004104652,0.549447039,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040881,Rio Choy-Control,0.015291777,0.962281873,evla,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040882,Rio Choy-Control,2.247365397,0.371122001,zmp:0000001127,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040883,Rio Choy-Control,0.498023962,0.007821497,samd10a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040884,Rio Choy-Control,-0.070384189,0.943342634,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040885,Rio Choy-Control,1.759199538,0.534464886,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040887,Rio Choy-Control,0.878305037,0.541191883,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040888,Rio Choy-Control,-0.160112034,0.85101089,si:dkey-27p18.2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040889,Rio Choy-Control,0.211326867,0.311558353,grhl2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040890,Rio Choy-Control,-0.409181178,0.792406299,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040891,Rio Choy-Control,-1.207518244,0.233906726,KLHL34,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040892,Rio Choy-Control,0.208203646,0.611449268,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040893,Rio Choy-Control,-0.054036472,0.854715983,plek,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040894,Rio Choy-Control,-0.349603647,0.831899712,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040895,Rio Choy-Control,-1.090184872,0.329499656,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040897,Rio Choy-Control,-0.273509256,0.765752754,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040898,Rio Choy-Control,-0.192290823,0.426621317,AKIRIN2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040899,Rio Choy-Control,-0.233370772,0.940309096,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040900,Rio Choy-Control,-0.233699971,0.820411782,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040901,Rio Choy-Control,-0.311646328,0.349157002,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040902,Rio Choy-Control,0.251163445,0.6665747,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040904,Rio Choy-Control,-0.756965651,0.025476295,synpo2la,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040905,Rio Choy-Control,-0.072277576,0.78644674,arhgap10,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040906,Rio Choy-Control,0.546551413,0.007443018,impdh2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040907,Rio Choy-Control,0.043654693,0.887861162,C3orf38,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040910,Rio Choy-Control,-0.162820681,0.396264085,ppp2r5eb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040911,Rio Choy-Control,0.16608946,0.440395816,pfn2l,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040912,Rio Choy-Control,0.241205243,0.714420163,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040913,Rio Choy-Control,1.219503695,0.608484885,mespbb,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040914,Rio Choy-Control,-0.216237039,0.579268385,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040915,Rio Choy-Control,-0.27903727,0.590856924,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040916,Rio Choy-Control,-0.221157934,0.684537196,tbata,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040917,Rio Choy-Control,-0.701925319,0.315671981,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040918,Rio Choy-Control,0.258111472,0.274065225,acss2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040919,Rio Choy-Control,-2.326495253,0.069108682,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040920,Rio Choy-Control,-0.957634877,0.031611674,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040922,Rio Choy-Control,-0.260763168,0.287415062,chrne,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040923,Rio Choy-Control,-0.309119405,0.436124587,usp45,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040924,Rio Choy-Control,-1.178409682,0.008297439,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040925,Rio Choy-Control,-0.375921847,0.247632855,gngt2a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040926,Rio Choy-Control,-0.443891126,0.625077657,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040927,Rio Choy-Control,0.170132779,0.578281381,BET1L,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040928,Rio Choy-Control,-0.408162333,0.135353743,siah1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040929,Rio Choy-Control,-0.05252848,0.840362769,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040932,Rio Choy-Control,-2.372442245,0.085152397,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040934,Rio Choy-Control,0.728421744,0.780310103,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040935,Rio Choy-Control,0.696354616,0.454729355,pycard,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040936,Rio Choy-Control,0.242310563,0.42610841,s100t,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040937,Rio Choy-Control,-0.464847445,0.216590598,fam167b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040939,Rio Choy-Control,-0.695661611,0.823270146,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040940,Rio Choy-Control,1.019223472,0.034700276,si:ch211-153j24.3,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040941,Rio Choy-Control,0.11835469,0.569232929,trpv6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040942,Rio Choy-Control,0.501192852,0.140311974,ak1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040943,Rio Choy-Control,-0.239881719,0.342333912,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040944,Rio Choy-Control,-0.063829791,0.917041108,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040946,Rio Choy-Control,-0.959080324,0.077997745,srpx2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040947,Rio Choy-Control,0.181232337,0.847800579,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040948,Rio Choy-Control,0.604888169,0.010951495,psmd8,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040950,Rio Choy-Control,0.470093294,0.009949968,sh3yl1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040951,Rio Choy-Control,-1.825697354,0.231051142,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040952,Rio Choy-Control,0.670527548,0.601822746,si:dkey-256e7.5,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040954,Rio Choy-Control,0.239189684,0.819358173,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040955,Rio Choy-Control,-0.297035281,0.466059236,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040957,Rio Choy-Control,-1.681287229,0.464982232,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040958,Rio Choy-Control,-1.033666515,0.213679371,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040959,Rio Choy-Control,0.442340057,0.042031826,vamp1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040960,Rio Choy-Control,-0.867702069,0.035728177,trpm6,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040962,Rio Choy-Control,0.132110543,0.906105132,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040963,Rio Choy-Control,0.728414245,0.815198225,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040964,Rio Choy-Control,0.231981758,0.450176803,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040966,Rio Choy-Control,-0.495357672,0.678422235,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040967,Rio Choy-Control,-0.236746738,0.19876758,usp12b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040968,Rio Choy-Control,-0.795278361,0.003220728,rcvrna,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040969,Rio Choy-Control,-0.312642518,0.549862163,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040970,Rio Choy-Control,0.324048516,0.381363856,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040971,Rio Choy-Control,-0.623650465,0.046985307,mpzl2b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040972,Rio Choy-Control,-0.50852453,0.150724624,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040973,Rio Choy-Control,-0.139670303,0.578308915,nhlrc2,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040974,Rio Choy-Control,-0.503864996,0.088874332,igfbp5a,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040975,Rio Choy-Control,0.086510586,0.8293365,si:dkey-84j12.1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040976,Rio Choy-Control,0.026570737,0.952350059,srfbp1,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040978,Rio Choy-Control,-0.04689084,0.837102538,creb1b,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
ENSAMXG00000040980,Rio Choy-Control,-0.100251179,0.92036458,NA,NA,NA,Sleep deprivation,McGaugh_et_al_2020,30 dpf,Whole organism
